Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:06:32,12167333.0,145704.571,0.0,251069438.1,627363317.25,3825902229529.0,4596142347.5,7628870091251.25,138393004.8,305358252676.667,648979121.0,37013016963.0,7167626320.0,8739843072.0,1121983.261,0.0,257503.667,1121277.267,505208.0,0.0,0.5,48769.333,12415671.81
00:16:32,12250775.727,154275.429,0.0,257793919.9,644163981.5,4053232331106.546,4897508502.0,8077878175672.0,152780915.0,310555724363.333,686405937.5,39027032421.0,7194139755.667,8743374592.0,1156919.739,0.0,263836.667,1121277.267,531810.429,0.0,0.5,48733.0,12526821.381
00:26:32,12382269.364,162846.143,0.0,258552093.3,646054600.5,4279642475749.454,5329390433.0,8526884074362.75,166947905.4,315216723749.0,720582470.25,40645598965.5,9909166506.333,8743620352.0,1206104.13,0.0,270223.667,1121277.267,558906.286,0.0,0.5,48754.333,12689285.238
00:36:32,12452304.455,171417.143,0.0,259064802.9,647331727.25,4506392621545.272,5693964159.0,8975892369898.75,174873922.6,319846220618.0,754116900.25,42171905779.25,9935657224.333,8744327168.0,1237196.696,0.0,271516.0,1121277.267,584766.857,0.0,0.5,48785.667,12779390.714
00:46:32,12527179.727,179988.0,0.0,266011711.3,664687838.0,4733209422504.818,5919715384.5,9424902513187.25,176555517.6,324416756629.667,792936832.5,43894387286.25,9962033282.333,8747944960.0,1279479.565,0.0,277387.333,1121277.267,612574.429,0.0,0.5,48765.0,12875451.095
00:56:32,12603545.636,188558.857,0.0,266814710.3,666690165.75,4959970896280.182,6119477618.5,9873908140062.0,178228255.0,399098662964.833,831509008.0,45429014063.0,9988302932.0,8748118784.0,1325723.652,0.0,285955.667,1121277.267,638556.857,0.0,0.5,48754.333,12979332.714
01:06:32,12663892.727,197129.714,0.0,267329014.9,667971204.0,5187328791538.272,6333118366.25,10322914832650.5,179789265.8,539492908529.5,867584003.5,47003465859.5,11358655117.333,8748392192.0,1360396.696,0.0,300478.667,1121277.267,664044.0,0.0,0.5,48753.667,13073408.714
01:16:32,12779736.636,205700.571,0.0,274031812.9,684717663.75,5415201980847.546,6547911990.75,10771921093537.0,181417755.0,634911472378.167,904533888.75,49412947655.75,11385266696.0,8752285952.0,1392629.348,0.0,305152.0,1121277.267,689993.571,0.0,0.5,48717.0,13221663.0
01:26:32,12927623.182,214271.429,0.0,274548652.3,686005056.25,5644033537410.363,6804865931.5,11220924573700.25,183111139.6,641263980155.5,941603904.25,52569696132.5,11411805215.0,8752329984.0,1439155.0,0.0,311646.333,1121277.267,716342.286,0.0,0.5,48754.667,13420934.095
01:36:32,12993572.818,222842.286,0.0,277521423.9,693429962.0,5872309745862.637,7123130933.75,11669931475210.75,184793076.8,647348617993.833,978678773.25,55893965782.25,11438033085.333,8754132992.0,1480433.957,0.0,321017.333,1121277.267,742314.571,0.0,0.5,48737.0,13518949.857
01:46:32,13070688.182,231413.143,0.0,282399610.5,705616572.0,6099177520243.818,7382162685.5,12118939465119.75,186355395.8,652681147594.0,1014043231.0,57747798115.0,12808480416.667,8757392128.0,1530001.609,0.0,332301.0,1121277.267,768381.286,0.0,0.5,48735.333,13622230.81
01:56:32,13324728.818,239984.143,0.0,282914735.1,706899763.75,6326520529880.637,7572936820.75,12567951169313.75,187837901.2,657645588267.0,1050576508.5,59391656811.25,12834604848.333,8758018304.0,1834823.739,0.0,355173.0,1121277.267,794553.143,0.0,0.5,48772.667,13928314.333
