Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:08:50,42945649.909,1299492.429,1737639.059,11817992783.7,29532325804.75,281601811312793.25,281560308942950.5,284183350650362.75,225186473734153.0,65985048228901.17,211164412319332.75,18017806702310.5,24365620219.333,8887050752.0,10223996.783,0.0,21120484.0,1899208.267,6069135.857,0.0,0.5,22024.333,49557348.857
00:09:15,3032339.0,68345.0,36829.0,174764623.1,436684302.0,23586094256.0,38187386253.0,1439290596445.75,5485970014.2,2019415585241.167,27076921846.75,201755507916.25,77615832.333,8679069440.0,3708140.739,0.0,223067.333,1509603.467,319708.857,0.0,0.5,6867.667,3626249.81
00:18:50,43016442.909,1308043.714,1751232.0,11926938204.7,29804578722.0,281607654904127.06,281565191701193.25,284363219964350.75,225187251031452.0,66233555366348.0,211166775744281.25,18041439355035.754,24375048875.333,8873743616.0,10264416.391,0.0,21139022.333,2115626.667,6109156.429,0.0,0.5,21992.333,49846948.476
00:19:15,3101632.818,76885.0,41659.765,198013783.9,494777665.5,25391454722.273,43128312974.75,1619200340890.75,6157896668.0,2116844645006.167,30439212428.0,228163485269.75,87298654.667,8647482880.0,3755417.348,0.0,238162.0,1513381.333,358709.571,0.0,0.5,6923.667,3781965.81
00:28:50,43144971.818,1316606.714,1758548.824,11985324591.3,29950484965.5,281632065107142.56,281570772578370.5,284543148097231.25,225188091792281.2,66535198404807.17,211169440075543.75,18069462473823.0,24384766265.0,8877325824.0,10305910.261,0.0,21208380.667,2126072.0,6148973.0,0.0,0.5,22008.667,50117044.762
00:29:15,3219722.0,85426.571,46260.0,219769918.5,549139679.75,27092714738.364,47553033310.25,1799041249167.75,6844390108.0,2262507651759.166,33585791680.5,253163764717.0,1441262828.333,8635080192.0,3802641.957,0.0,263845.333,1506540.0,398203.857,0.0,0.5,6900.0,3982824.048
00:38:51,43214644.636,1325161.429,1767936.529,12054136030.7,30122441180.25,281645253645593.44,281576076126444.5,284723060372632.0,225188926433485.4,66816594263540.336,211172017000585.5,18097374918703.754,24394426919.0,8781255424.0,10336334.478,0.0,21250432.0,1897567.467,6187110.143,0.0,0.5,21992.333,50384026.286
00:39:15,3286406.091,93973.857,51334.176,243448690.1,608305012.0,28642755844.364,52278070421.0,1978763154396.0,7596622511.4,2567885395714.334,36491954893.0,278074349079.5,1450880590.667,8607296768.0,3839812.304,0.0,277715.0,1512666.933,438294.286,0.0,0.5,6940.333,4138904.0
00:48:51,43286181.364,1333733.857,1782901.059,12175241164.1,30425083378.5,281675396194182.94,281581638603394.75,284904022919793.5,225189044783796.2,67045053061538.664,211176666093448.5,18121226592418.246,24404410520.0,8902077184.0,10393964.565,0.0,21515804.333,2107554.667,6226415.286,0.0,0.5,22008.333,50677042.286
00:49:15,3354208.182,102515.714,60778.941,291082267.1,727332451.25,32753471025.818,56578926254.0,2158471148302.25,8357508534.4,2808851118144.166,39416780151.75,301027252662.25,1460302857.0,8617734656.0,3886923.087,0.0,298719.0,1493916.8,483904.0,0.0,0.5,6985.333,4340828.429
00:58:51,43358463.455,1342292.143,1791154.647,12235370214.1,30575343303.75,281695550220115.94,281587610808595.25,285084716830433.0,225189496006839.2,67254728218094.336,211181214188553.25,18150660014246.0,24414528334.0,8860024832.0,10429503.478,0.0,21592102.0,2128696.0,6264595.143,0.0,0.5,22009.0,50911332.762
00:59:16,3427603.909,111082.571,71091.235,382108211.3,954812696.0,56999466699.091,60323927249.75,2338201947049.5,9081471718.8,3071706260977.666,42336276781.0,322034920303.0,1469718664.333,8745549568.0,3932565.957,0.0,410785.0,1492462.133,530407.429,0.0,0.5,6970.0,4567967.429
01:08:51,43429251.636,1350864.429,1806240.412,12356827773.5,30878866267.5,281723158228691.0,281592782532846.25,285264740541204.0,225190169694355.2,67380697519219.336,211183778149708.25,18176405091161.754,24424070198.0,8945155840.0,10471245.348,0.0,21775710.0,2092820.533,6303326.286,0.0,0.5,22008.667,51232856.381
01:09:16,3493911.727,119628.143,84775.176,463662456.3,1158609026.25,61176536925.182,64075669705.75,2517933163446.5,9857374829.0,3254596466070.834,45445857212.5,344540742541.75,1479114486.667,8759326464.0,3972818.435,0.0,488222.333,1492767.467,578123.286,0.0,0.5,7148.333,4826088.0
01:18:52,43511587.455,1359426.429,1814722.412,12420245938.7,31037344609.0,281751024290729.94,281599278923534.25,285445848643133.0,225190281492887.6,67630818882736.336,211188680069123.75,18207429060581.5,25778628888.333,9048958976.0,10505217.087,0.0,21934561.667,2120260.267,6341597.571,0.0,0.5,22056.667,51459339.095
01:19:16,3565065.182,128191.286,97743.118,529114594.1,1322162119.75,80729742885.545,68302284036.75,2697657559242.5,10685277636.6,3483626554971.666,48655238889.5,368443586675.25,1488463700.333,8773412608.0,4010521.478,0.0,539689.333,1492791.2,623661.286,0.0,0.5,7261.0,5065993.667
01:28:52,43636760.182,1367989.714,1823233.765,12483743944.3,31196022055.5,281773990028824.44,281605987632191.25,285626919680561.75,225190393505849.6,67748766816483.0,211193527392489.97,18236168448308.754,25788919152.0,9054616576.0,10553406.043,0.0,22058770.0,2141110.933,6381801.429,0.0,0.5,22057.0,51740284.619
01:29:16,3662671.818,136764.857,105997.412,588261308.9,1469968460.75,112298305534.0,73063285110.5,2877383606526.25,11537174209.8,3734705944696.334,51873932650.5,392575501204.75,1497898614.667,8791623424.0,4054590.087,0.0,576165.0,1492440.0,668025.429,0.0,0.5,7282.333,5322038.095
01:38:52,43705682.0,1376534.857,1839530.294,12606849750.3,31503660903.75,281776288867619.94,281610896809692.0,285806959951956.0,225191000964931.8,67980984931107.336,211196080705306.75,18262317478284.754,25798384358.0,8862013440.0,10599776.0,0.0,22106623.0,2095465.6,6422028.429,0.0,0.5,21992.667,52071131.19
01:39:17,3724887.273,145338.143,114221.765,664289706.5,1659967791.75,145203797696.636,77878243701.0,3057122723245.0,12386015748.8,3882885622223.666,55190150694.75,417776068503.75,1507373591.0,8891526400.0,4101976.261,0.0,661131.333,1493244.267,710824.571,0.0,0.5,7366.667,5516571.381
01:48:53,43775348.545,1385072.571,1855125.882,12726713983.7,31803197268.5,281778424917564.2,281616903673707.0,285987300673955.5,225191514305629.4,68190222647878.0,211199384305630.5,18290071412652.0,25808246029.667,8888852736.0,10635365.13,0.0,22292007.667,1851767.2,6462221.714,0.0,0.5,22040.667,52369175.524
01:49:17,3784866.455,153911.857,123835.059,743563219.9,1858074341.75,177545475227.364,82482923570.5,3236872684647.25,13239093267.0,4030739202968.166,58501643737.25,442804967039.5,1516862673.0,8991935488.0,4139411.739,0.0,750221.667,1484496.533,756662.571,0.0,0.5,7406.0,5735816.857
01:58:53,43840920.636,1393619.286,1863921.235,12791852513.3,31965973936.5,281780556001283.25,281622642340611.75,286168127166104.75,225191640840441.0,68397598983225.336,211203581300764.75,18315154658281.0,27162421681.333,8881361664.0,10688221.261,0.0,22403754.333,2102396.267,6500524.143,0.0,0.5,22057.0,52588937.857
01:59:17,3879485.364,162479.571,144449.0,845450021.3,2112666585.75,205230541434.909,88525544900.25,3417289696600.5,13735276038.8,4193057751416.0,62747568745.25,469153254949.0,2870879687.333,9005038592.0,4191664.609,0.0,884107.667,1509018.933,797883.143,0.0,0.5,7461.0,6092688.667
02:08:53,43905744.182,1402181.714,1870808.176,12854911944.1,32123566305.75,281802899308461.56,281628375342034.75,286348416088191.75,225192228028994.8,68605761163966.49,211206857092922.25,18345414717938.5,27172290804.0,8879438592.0,10725163.957,0.0,22489945.333,2125029.067,6538410.571,0.0,0.5,21992.667,52824427.238
02:09:17,3943565.727,171041.143,164690.824,947113805.1,2366704444.25,226795848588.818,94147807634.5,3597404477335.0,14367185232.6,4444354369917.5,66369053533.75,496343621034.25,2880434668.0,8968382976.0,4232206.739,0.0,998271.333,1509406.133,839926.857,0.0,0.5,7551.667,6417759.238
