Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
04:41:44,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8580262912.0,0.0,0.0,0.0,1171445.467,365.143,0.0,0.5,6710.0,0.0
04:51:44,8269036.182,8570.571,168473.471,1071590183.3,2678243089.75,309586423488.091,110254558381.5,370027338712.25,2475893859.4,85851795247.0,13136246499.25,300955623598.0,28877845.0,8764830720.0,34256.739,0.0,226653.333,1171445.467,249634.286,0.0,0.5,7785.333,10105362.857
05:01:44,8664563.636,17142.286,329660.176,2059327928.9,5146593460.75,622492372991.818,221492055608.5,741481907929.75,5044410236.4,170689321293.667,29318589301.0,609297626930.0,57883692.667,8761019648.0,79528.957,0.0,361283.0,1171445.467,493262.857,0.0,0.5,7854.0,11358493.81
05:11:44,8943163.455,25713.857,481501.059,3002041588.5,7502578728.75,928578023472.182,332665629742.5,1112760571384.75,7773498180.8,255230356853.0,46735061285.75,917070280215.0,1431171358.667,8781018368.0,110715.957,0.0,494566.667,1171445.467,739873.429,0.0,0.5,7862.333,12403824.81
05:21:44,9088822.0,34284.571,629355.059,3927926790.1,9816530168.0,1240050099332.091,443827607638.5,1486082220269.0,10439849720.2,339676092024.833,64328998387.25,1225918491984.25,1460341735.667,8793395968.0,150928.348,0.0,617122.333,1171445.467,989275.0,0.0,0.5,7895.667,13360406.714
05:31:44,9240432.636,42856.0,789994.647,4937084602.1,12338594449.0,1545830265030.818,554177909000.75,1861319561570.75,12695951372.0,423002572853.833,82129898996.25,1534039478682.0,1489678885.667,8817269504.0,209744.739,0.0,808307.0,1171445.467,1341193.857,0.0,0.5,7831.0,14672484.048
05:41:44,9417003.909,51427.429,951639.882,5953387831.1,14878516561.25,1851038949566.091,666010342762.25,2236604987407.25,14687007995.6,506270183605.667,101154865701.75,1843619110278.75,1519047218.0,8808398080.0,247558.957,0.0,995618.667,1171445.467,1638707.429,0.0,0.5,7816.0,15796991.19
05:51:44,9589840.364,59998.714,1105297.824,6918019153.7,17289303664.5,2160625234617.636,777590577360.5,2612769846660.0,16337408844.8,589445125307.667,118350155654.75,2151331837446.5,2892823238.667,8787886080.0,281598.652,0.0,1132544.333,1171445.467,1905764.714,0.0,0.5,7850.0,16828627.524
06:01:45,9740331.182,68570.286,1257969.647,7873935701.3,19678308357.75,2467821067456.091,889774684435.25,2988059597869.5,18725870359.4,672279704179.333,136169272623.25,2460804779250.0,2922026957.333,8818867456.0,333254.957,0.0,1285523.667,1171445.467,2177353.429,0.0,0.5,7834.0,17822312.19
06:11:45,10232319.0,77141.714,1410802.118,8841776539.9,22097132200.5,2773419458891.182,1000978090829.5,3363344014759.0,21077722079.2,755078636746.0,153031347433.0,2767714666162.75,2951283437.333,8797036288.0,501611.913,0.0,1451939.667,1171445.467,2453230.571,0.0,0.5,7997.667,19334486.524
06:21:45,10415582.909,85713.286,1565423.588,9812176105.1,24522333461.0,3083431319746.546,1113027798168.5,3739021942111.0,23165846110.0,837929071118.167,172182548675.5,3079111874143.5,4324932723.0,8798653184.0,536011.261,0.0,1606726.667,1171445.467,2749378.0,0.0,0.5,7983.0,20458021.714
06:31:45,10683006.091,94284.857,1724681.059,10802666197.1,26997722689.25,3390096608052.818,1224789542361.0,4115549945136.5,25148535059.8,920411617383.0,188661090684.5,3387904071854.25,4354339873.667,8808499712.0,577958.826,0.0,1771471.667,1171445.467,3042010.0,0.0,0.5,7999.0,21704395.286
06:37:00,10842803.818,102856.286,1886521.0,11801794296.7,29494692538.25,3696343240646.454,1336730763540.25,4491819573347.5,27227648614.0,1003551827533.5,207257232664.0,3699056806653.5,4383669206.667,8814041856.0,623773.348,0.0,1938385.667,1171445.467,3347953.0,0.0,0.5,7983.0,22857569.19
06:47:00,10924006.727,107360.714,1962996.118,12269044690.7,30662413376.25,281474976460491.1,281474976859480.5,281474976648727.5,225179981374182.8,93828297105920.17,211106232619506.5,17592186727818.0,5743593550.333,8826326272.0,646149.957,0.0,2012320.0,1171445.467,3486669.571,0.0,0.5,7936.333,23350896.857
06:57:00,12292464.091,115932.429,2130614.882,13285374737.5,33202345219.75,281782288427205.8,281584949786201.0,281849526488374.5,225182491330636.6,93910596920875.02,211122629738832.5,17896505343366.0,7117015018.0,8736044544.0,687166.261,0.0,2126928.667,1171445.467,3789876.714,0.0,0.5,7984.667,25348156.095
07:07:01,14404361.636,124503.571,2287499.118,14250757104.5,35614973773.0,282090616009836.25,281696284355451.25,282224652763638.25,225185140112536.0,93993155340755.02,211138717744001.25,18205303457680.246,7146068158.333,8820031744.0,732255.87,0.0,2288869.667,1171445.467,4069881.143,0.0,0.5,8032.667,27885161.81
