Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:06:46,6488822.909,300036.714,0.0,130691213402.9,326554585865.75,6502973007713.0,895327886739.0,16718356911741.75,593135887660.0,162776266591.667,1327461884185.5,8124221674140.25,17130991107.667,8701858304.0,2397026.522,0.0,913619.333,396032.133,1235728.286,0.0,37373954.5,8857.333,8355742.524
00:16:46,7009477.545,308607.429,0.0,134424274684.9,335882286114.5,6688960132130.182,921069445318.25,17195907248484.0,610057858707.2,167114026368.0,1365338268726.25,8356035741089.75,17159547903.0,8701848576.0,2567162.913,0.0,938232.333,396032.133,1273411.143,0.0,37373954.5,8989.667,8928110.667
00:26:46,7143201.455,317178.286,0.0,138160378846.9,345217578934.0,6874130723191.363,945979440384.0,17673619931446.0,627073390647.6,172200068679.5,1403398489243.25,8588971247517.5,17188152055.333,8702004224.0,2616493.565,0.0,964338.333,396032.133,1303219.0,0.0,37373954.5,8987.0,9106416.429
00:36:46,7215470.455,325749.143,0.0,141893426474.3,354545244889.75,7060093575577.091,971720222547.25,18151169063324.246,644001298345.0,177254493653.833,1441277038898.0,8820834517286.25,17216718539.0,8702004480.0,2654727.261,0.0,988074.0,396032.133,1340879.0,0.0,37373954.5,8986.667,9221871.619
00:46:46,7289234.273,334319.571,0.0,145626985035.1,363874187823.5,7246068788509.546,997460341808.25,18628722060497.754,660937496870.6,181374081753.0,1479169950991.75,9052734035874.5,17245221194.667,8702115072.0,2693692.174,0.0,1012811.0,396032.133,1377862.714,0.0,37373954.5,8989.667,9336904.238
00:56:46,7836425.909,342890.286,0.0,149363072646.5,373209448165.75,7431299835761.182,1022457480644.25,19106434439190.5,677981267429.8,186288711682.667,1517277067879.5,9285755279727.0,18618046267.0,8702190080.0,2741050.565,0.0,1031121.0,396032.133,1424140.0,0.0,37373954.5,8971.0,10534109.19
18:16:40,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573242112.0,0.0,0.0,0.0,395422.267,371.714,0.0,0.5,6873.333,0.0
18:26:43,3452145.0,8570.714,0.0,3702709244.9,9251862423.5,184459109870.273,25577731975.0,476815222619.5,16765123656.2,6159456464.833,37560017937.5,229965818596.0,28437824.333,8695327232.0,793572.217,0.0,87302.667,395422.267,56364.857,0.0,35178498.0,8838.333,3665081.524
18:36:43,3541546.364,17184.571,0.0,7456335359.1,18630947902.75,371366663015.727,51502425183.5,956789787852.5,33792665432.2,11293773617.667,75652522903.0,463202888468.5,1401415141.667,8695265536.0,833022.565,0.0,111621.333,395433.467,92742.857,0.0,35178498.0,8809.333,3793948.19
18:46:43,3617164.091,25755.571,0.0,11191424035.9,27963714435.0,557326544330.273,77282717866.0,1434355776610.0,50732345226.6,16997665019.167,113544604471.25,695226158144.25,1430023142.333,8695325952.0,883754.522,0.0,135759.0,395433.467,128541.714,0.0,35178498.0,8828.333,3913611.333
18:56:43,3689433.909,34326.429,0.0,14927524884.9,37299000510.5,742549071677.636,102260406650.25,1912074803395.5,67757468287.8,22454979271.5,151624209501.5,928306649963.0,1458670189.0,8695503104.0,1001287.826,0.0,153421.333,395433.467,162235.857,0.0,35178498.0,8825.667,4048718.476
19:06:44,3750157.545,42897.0,0.0,18662127684.7,46630551763.25,928559463145.0,128011494624.25,2389636631563.0,84690034913.2,27678174012.5,189518987641.75,1160315728564.5,1487255216.0,8696401920.0,1057096.565,0.0,178170.333,396020.933,198288.429,0.0,37373954.5,8794.0,4168712.667
19:16:44,3915534.818,51467.571,0.0,22396196323.9,55960769062.5,1114543626960.0,153770682600.5,2867193882044.75,101622426000.8,32323007210.333,227405980106.25,1392226903394.25,2860083373.333,8696552704.0,1110151.174,0.0,203992.667,396022.0,233242.857,0.0,37373954.5,8825.333,4404761.952
19:26:44,4033988.727,60038.286,0.0,26129755786.5,65289714430.25,1300550030769.636,179537455823.5,3344747603849.25,118554031183.4,36838390589.167,265289061107.0,1624039807215.25,2888617823.667,8696588032.0,1153107.783,0.0,242824.0,396023.6,270220.857,0.0,37373954.5,8841.667,4585191.048
19:36:44,4117058.636,68609.143,0.0,29866329144.1,74626182515.75,1485746915222.636,204486308379.5,3822458465356.5,135583766279.4,41268256691.0,303353204333.25,1856961841385.5,4261500620.667,8696606976.0,1188008.609,0.0,259275.667,396023.6,298351.286,0.0,37373954.5,8854.333,4707440.857
19:46:44,4189325.545,77179.857,0.0,33600889516.1,83957631814.5,1671763900222.727,230266817370.0,4300017871864.25,152533253627.2,46350858675.167,341251264540.0,2088823172766.25,4290043214.667,8696676096.0,1245260.957,0.0,284406.667,396024.667,334629.714,0.0,37373954.5,8838.333,4828055.476
19:56:44,4249677.727,85750.571,0.0,37335424162.1,93289018008.0,1857807907833.454,256088968045.25,4777582107373.0,169480444523.6,50648666994.0,379168930457.75,2320730257239.0,4318567351.0,8696667136.0,1285563.087,0.0,309615.667,396025.733,370135.857,0.0,37373954.5,8857.667,4956833.143
20:06:44,4306303.909,94321.429,0.0,41072525143.1,102626804164.25,2043072190785.727,281042114618.0,5255294144471.0,186492849848.4,54982202446.833,417237578968.75,2553633568211.75,5691411972.667,8696738304.0,1342368.522,0.0,325680.667,396025.733,398679.429,0.0,37373954.5,8838.333,5073445.19
20:16:44,4386766.455,102892.143,0.0,44806092106.9,111955767577.5,2229039485989.636,306796769372.75,5732849174095.0,203400993670.0,59447952394.5,455108525609.25,2785511137863.75,5719999634.0,8696732416.0,1391620.348,0.0,351042.333,396027.333,434392.857,0.0,37373954.5,8854.333,5203186.524
20:26:44,4506712.909,111462.857,0.0,48540662010.9,121287239067.75,2415036903839.364,332558552486.25,6210409559032.25,220322061238.6,63566225331.0,492998960428.5,3017453956472.25,5748525653.333,8696839424.0,1438218.609,0.0,386077.333,396028.667,471838.714,0.0,37373954.5,8840.0,5391442.429
