Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:09:52,16378140.364,119897.0,76829455.294,192470957332.7,480520510856.0,3891772333483.909,1015833627544.25,6501214904681.75,174351046814.8,274047872443.667,368963686056.5,3434888211833.75,5792709297.667,8805287936.0,216321.826,4357.447,87435677.667,235977.133,1034485349.857,0.0,26.0,39107.0,108255879.714
00:19:52,16523426.364,128458.571,82235567.471,206035105401.6,514384857223.0,4163403185255.364,1089018973584.0,6967330916795.5,186921482147.8,290644235019.333,395845555562.25,3682545751146.25,7166677631.667,8810455552.0,230279.217,4357.447,93678293.0,235976.867,1108435084.0,0.0,26.0,39091.0,114818684.143
00:29:52,16717875.636,137020.143,87681462.0,219688824939.1,548472769708.5,4430759384660.272,1162496773899.5,7434703569906.5,199580608719.4,306189624106.0,422864487270.75,3930815398706.0,8540640943.667,8806525184.0,247068.304,4357.447,99969777.333,235999.8,1182887006.286,0.0,26.0,39147.0,121469982.143
00:39:53,16878802.727,145583.429,93135895.0,233358532024.1,582600096810.0,4696824320223.454,1236332362410.5,7901460825758.25,212265479868.8,323093916755.333,449911661028.25,4180368847405.5,8570358144.333,8810814720.0,261170.435,4357.447,106416410.333,236264.867,1257444173.286,0.0,26.0,39155.0,128102022.19
00:49:53,17024456.0,154147.0,98617734.176,247108817129.3,616928963947.5,4961690892391.272,1310059385546.5,8369855013139.0,224946103304.6,338052296459.5,477006253016.75,4429128392960.25,8600014762.333,8812228352.0,277322.043,4357.447,113034103.667,235944.067,1331965828.143,0.0,26.0,39089.667,134805957.905
00:59:53,17151113.818,162710.286,103842286.824,260155446568.7,649500886606.75,5226890809174.909,1387924602939.5,8836447567555.0,238363175434.8,357877580639.833,506566097298.0,4690536807440.75,9974162363.0,8826325760.0,293653.217,4357.447,119305448.333,237660.6,1407213261.857,0.0,26.0,39203.333,141165918.952
01:09:53,18245718.545,171274.571,109222711.706,273808716637.7,683588085145.25,5491855799586.637,1464408924419.5,9303858670629.5,251587315756.8,375993195180.667,535498228443.5,4947664801536.5,10003960871.667,8812188416.0,312109.043,4357.447,125759742.0,235950.2,1481788300.571,0.0,26.0,39171.0,148751922.571
01:19:53,18499758.909,179837.571,114683541.0,287498586966.5,717766093767.25,5755620667446.818,1538009607194.25,9772031541043.75,264271150046.8,391012622843.167,562583116524.75,5196687852392.75,10033628161.0,8808476928.0,327484.652,4357.447,132312359.667,235702.733,1556445478.714,0.0,26.0,39139.0,155512610.952
01:29:53,18843939.909,188398.429,120092500.529,301030843154.7,751550494172.0,6019333265786.909,1610838544584.75,10233487322240.5,276810145478.4,416407350764.667,589357801180.5,5443215204991.0,10063312465.333,8812188416.0,343052.348,4357.447,138806684.667,235951.533,1630079974.286,0.0,26.0,39153.667,162249903.952
01:39:53,19136335.273,196962.143,125236175.471,314035772627.7,784018879213.0,6281914549096.091,1691591712118.25,10700020892079.5,290764282434.6,438737918168.167,620764792539.0,5712817642997.25,11437556231.0,8808900352.0,357844.174,4357.447,144973767.667,235723.533,1705225258.0,0.0,26.0,39090.667,168605146.333
01:49:53,19352378.545,205524.143,130693825.059,327703153422.5,818140701501.0,6545044281569.637,1765220631476.75,11167135592157.0,303455583701.4,455698614995.0,647823186609.25,5961560640166.75,11467233425.667,8812108544.0,374119.739,4357.447,151545951.333,235952.067,1779820163.857,0.0,26.0,39153.0,175309185.238
01:59:53,19558736.909,214088.857,135839249.0,340737737406.5,850683176785.0,6814710721847.637,1845805860416.5,11630640338655.25,317434422337.0,480962437242.167,679271163758.75,6230433816590.75,11497299902.0,8812263168.0,389986.043,4357.447,157736699.667,235971.533,1855158015.857,0.0,26.0,39122.667,181539160.952
02:09:53,21098567.636,222652.0,141326914.588,354505587624.3,885055909219.75,7083973823149.637,1920008693595.0,12096942889195.25,330177886004.4,497837569481.0,706476426347.0,6481648263871.5,12871304480.333,8812414208.0,406315.739,4357.447,164345390.0,235972.867,1930251654.429,0.0,26.0,39121.333,189722763.381
02:19:53,21398786.091,231215.143,146493842.176,367577936540.7,917692637501.5,7352366311460.728,2000653667203.0,12562014016707.0,344194936239.8,521622207219.5,738002047647.75,6751030672250.25,12901353032.0,8812237312.0,422942.435,4357.447,170563725.333,235977.4,2005808366.286,0.0,26.0,39090.667,196140333.619
