Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
01:00:34,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8575311104.0,0.0,0.0,0.0,94415.2,901.714,0.0,0.5,23423.0,0.0
01:10:35,2525207.455,8570.857,0.0,354079006.6,883724475.0,199583228399.364,70932279703.25,407883756917.25,381983374.0,70366418071.667,1148628114.5,242133671831.0,27123278.0,8651879168.0,786798.348,164727.874,116089.0,94415.2,63340.857,0.0,66635782.0,25681.333,2751137.143
01:20:35,2776638.273,17142.286,0.0,715980275.6,1786968907.25,403739664683.454,144952652684.5,814250205057.0,753011113.8,145347911857.5,2274711642.0,493223914401.0,1398962549.0,8652815872.0,845796.261,165758.524,141826.0,94415.2,93480.429,0.0,66635782.0,25674.0,3126976.619
01:30:35,4007954.545,25714.143,0.0,1075863361.2,2685176308.25,607841846250.182,218883041163.75,1220632867164.75,1114199376.0,220956036302.167,3403260195.25,744538923663.75,1426554482.667,8654824960.0,908921.826,167842.408,179289.0,94744.8,140230.286,0.0,66635782.0,25744.667,4841217.0
01:40:35,4843767.273,34286.0,0.0,1432670082.8,3575704364.75,813198514801.727,291359010134.25,1627842728297.0,1470682959.8,294941345538.167,4512300865.75,991028292020.25,1454126419.667,8655409664.0,950809.0,168895.893,207281.667,94744.8,169538.857,0.0,66635782.0,25788.0,6141860.143
01:50:35,5818494.818,42857.143,0.0,1786242585.8,4458161408.5,1019047967932.818,362918639788.0,2035665612027.5,1824171830.4,368208259223.833,5610520072.75,1234706166115.75,2825977338.333,8655685376.0,998781.652,169830.85,223582.667,94744.8,198861.857,0.0,66635782.0,25786.667,7628618.952
02:00:35,6683358.273,51428.571,0.0,2141578067.8,5345017608.25,1224292081283.818,435256539013.75,2446103434769.25,2179237385.8,442821877710.667,6712541008.25,1480749107615.0,2853547350.333,8656221696.0,1045804.043,170938.189,250093.667,94744.8,228159.857,0.0,66635782.0,25808.0,8944377.19
02:10:35,7541152.455,59999.857,0.0,2497736432.6,6233928219.25,1429288011022.364,507463699820.5,2853447163021.75,2534745043.0,517283180263.833,7814121503.5,1726427071557.5,2881129683.667,8656123136.0,1092377.087,171783.84,282975.667,94744.8,258465.143,0.0,66635782.0,25808.667,10250845.143
02:20:35,8403046.545,68571.0,0.0,2854890976.2,7125324158.25,1634464970932.636,578813214067.5,3259191059783.0,2890964153.2,592635632611.0,8926166304.5,1970250774358.25,2908709784.667,8657050112.0,1146427.174,172963.437,311478.667,94744.8,287937.286,0.0,66635782.0,25808.667,11597330.476
02:30:35,8845929.636,77143.286,0.0,3216051495.8,8026719406.75,1839270771390.546,650616149423.5,3664973221126.0,3251458085.8,668289610046.667,10046995460.5,2215330006797.0,4280566791.0,8656871680.0,1206224.304,174917.782,353754.0,94744.8,319010.714,0.0,66635782.0,25776.667,12253712.571
02:40:35,8936835.545,85714.714,0.0,3577011990.6,8927615125.25,2043962138044.364,721850688431.25,4070964621369.75,3611657850.8,743708746556.167,11162901655.25,2458808428420.0,4308147277.333,8657419776.0,1247698.087,175904.748,380862.667,94744.8,349051.714,0.0,66635782.0,25856.667,12386378.714
02:50:36,9044879.727,94286.286,0.0,3942928238.0,9840879634.75,2247914287252.091,794738419216.25,4476858039468.25,3985933390.6,819241445798.667,12295766062.0,2707420563770.75,4335721079.333,8657849600.0,1300112.043,176957.024,408091.667,94744.8,377555.571,0.0,66635782.0,25808.667,12518588.714
