Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
02:03:51,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8561235712.0,0.0,0.0,0.0,160414.0,141.286,0.0,7.0,11237.0,0.0
02:13:51,3452830.727,8571.143,1154.706,2171766.3,5418314.75,187445267324.818,114088461807.0,519674645030.5,49295563583.0,4077659215.5,90916623663.5,471748005365.5,34648442.0,8685018880.0,47558.739,0.0,119148.333,160414.0,52685.0,0.0,19.5,13947.0,3846007.381
02:23:51,3577990.273,17142.429,1675.941,2668269.5,6654267.75,378008590034.818,235209993092.0,1046089838327.5,103991569032.8,7260723365.667,190194814678.0,986288102275.0,70128924.667,8674896640.0,84427.87,0.0,140730.333,160414.0,82157.714,0.0,19.5,13997.333,4004657.857
02:33:51,4102351.818,25713.714,2243.882,3181789.5,7932331.75,564272080542.909,400068661131.5,1573301126806.25,160466363860.4,10442275387.167,291836179810.25,1512239967559.75,2794241272.0,8676431360.0,133186.304,0.0,157941.333,160414.0,111495.714,0.0,19.5,14001.667,4599709.429
02:43:51,4188029.636,34285.0,2796.588,3691721.3,9201514.25,750518578963.818,565085781000.5,2100514540648.75,216935697537.4,13618912635.667,393475607576.75,2038183371429.5,2829745146.333,8676492800.0,166890.609,0.0,161502.333,160414.0,140669.571,0.0,19.5,14049.667,4720537.571
02:53:51,4272218.636,42856.143,3362.471,4209710.5,10490659.25,936750061198.273,730068597709.5,2627735211824.0,273406789731.8,16794563270.333,495125888673.25,2564153418744.25,2865314843.333,8675865088.0,203403.913,0.0,165069.667,160414.0,169128.714,0.0,19.5,13985.667,4836956.143
03:03:51,4337784.636,51427.429,3925.882,4708744.9,11732786.25,1122965904875.909,894510641716.75,3154911404691.75,329892877991.2,19976028701.667,596756443315.25,3090089105510.5,4245134832.667,8675932928.0,248157.565,0.0,185861.333,160414.0,198419.286,0.0,19.5,13985.667,4964417.048
03:13:51,4400377.727,59998.714,4501.176,5215310.7,12993557.5,1309182968979.091,1059161282915.0,3682108514186.75,386377019619.6,23156615802.5,698398248295.75,3616047761707.5,4280665784.333,8676236800.0,294990.043,0.0,204998.0,160414.0,227736.0,0.0,19.5,14017.667,5084208.048
03:23:51,4477867.182,68569.857,5072.059,5721902.1,14254408.0,1495380499929.0,1223732794376.25,4209300106561.75,442852446809.6,26340305676.333,800031169262.0,4141977551703.5,4316226011.0,8676544512.0,341284.609,0.0,211039.333,160414.0,255935.286,0.0,19.5,14033.667,5198525.667
03:33:51,4657771.273,77141.143,5637.176,6230655.7,15520651.0,1681560750978.091,1388361894794.75,4736480506456.0,499330113609.2,29519303928.167,901660596316.25,4667891718294.5,5696028960.333,8676320768.0,385312.565,0.0,235549.333,160414.0,285256.429,0.0,19.5,14007.0,5441637.381
03:43:51,4736376.273,85712.286,6188.647,6733213.9,16771547.25,1867736634548.0,1552670453491.0,5263695655584.0,555800403355.6,32712785931.167,1003313712145.25,5193921763986.75,7075977924.0,8676950016.0,428775.957,0.0,238993.0,160414.0,312808.429,0.0,19.5,14023.0,5556227.714
03:53:51,4817588.727,94283.571,6761.471,7241180.3,18035804.5,2053917074095.727,1717422571339.5,5790886666523.0,612252418695.8,35903519272.667,1104937433591.0,5719828003768.0,7111620117.333,8676945664.0,469045.043,0.0,242581.333,160414.0,339884.0,0.0,19.5,13991.0,5673380.714
