Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
13:08:00,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8573903616.0,0.0,0.0,0.0,1125534.4,180.429,0.0,0.5,26854.0,0.0
13:18:00,2411326.818,8568.429,0.0,7400939994.5,18490647866.0,250825064.818,10788750657.75,452026692698.5,3226033724.8,15129626805.833,9489727285.75,70556526211.5,14603993.667,8651984128.0,4270683.87,0.0,2085976.667,1125534.4,2392014.714,0.0,3.0,28741.0,4609578.429
13:28:00,3093981.818,17136.714,0.0,14119383906.7,35276364930.0,589266179.182,26616240899.5,909077357497.5,6781438999.4,24997739892.667,19949658820.5,157525327866.75,29970496.667,8652087040.0,4320167.739,0.0,2741458.667,1125534.4,4000426.857,0.0,3.0,28761.0,6256435.619
13:38:00,3298829.0,25705.286,0.0,21523798957.5,53775990777.0,845913237.909,43512515907.0,1366394025429.75,10437004784.0,35227728082.333,30525913682.5,247312841009.25,45456391.333,8656109824.0,4359904.087,0.0,3203575.333,1125534.4,5583108.857,0.0,3.0,28785.0,7144782.333
13:48:00,3402756.727,34274.714,0.0,28407496739.5,70974588400.0,970095777.909,59447852522.75,1823630054503.0,14078657040.4,46470561868.833,41177517829.75,335262153837.75,60828118.667,8652583168.0,4407181.087,0.0,3966918.667,1125534.4,7299107.0,0.0,3.0,28753.0,8157610.476
13:58:00,3487690.455,42842.571,0.0,34664591200.7,86607628414.75,1248481212.545,73943276256.0,2280333585679.5,17512972779.8,57649136055.667,51373150518.0,418901928455.5,76070650.667,8652644352.0,4445850.783,0.0,4956832.667,1125534.4,9131552.429,0.0,3.0,28769.333,9457711.381
14:08:01,3575978.636,51409.143,0.0,41608501581.9,103956688212.75,1785781132.0,90382479837.5,2737667978536.25,21219009910.8,66900617677.333,62099129933.5,508315462003.25,91531771.0,8652994304.0,4492644.565,0.0,5535133.333,1125534.4,10756860.429,0.0,3.0,28767.667,10347079.286
14:18:01,3693694.091,59978.571,0.0,48131272435.3,120253522445.5,1884727881.364,104905756834.75,3194244466390.75,24605931842.2,77244399289.0,72156347505.0,591503785869.5,1451038678.0,8657193984.0,4543132.348,0.0,6544191.667,1125534.4,12580343.143,0.0,3.0,28785.0,11651118.238
14:28:01,3867638.636,68548.286,0.0,54263393320.1,135574329966.5,1974066218.909,119728189122.0,3651089782404.0,28083004615.2,88907441841.833,82426314720.25,676000246929.0,1466329926.333,8651743232.0,4587080.217,0.0,7461146.0,1125534.4,14376294.857,0.0,3.0,28810.667,12967779.667
14:38:01,3958161.364,77114.857,0.0,60654201279.3,151541425385.25,2471147142.364,133755628061.25,4107459719688.25,31375220203.2,98749537873.667,92191436309.0,756678079664.75,1481509667.333,8652991744.0,4629658.174,0.0,8405924.333,1125534.4,16171699.714,0.0,3.0,28794.333,14231148.381
