Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
18:00:43,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9288738816.0,0.0,0.0,0.0,605224.867,795.143,0.0,0.5,38521.333,0.0
18:10:43,107393056.182,8570.714,0.0,84204042.5,210343016.5,254527538806.909,43549357893.75,434583611082.5,6627638962.6,55262822611.0,31632162711.75,197686771092.0,28515762.0,9808249856.0,40232.217,0.0,14450590.667,605224.867,240165.857,0.0,0.5,42450.667,124063490.333
18:20:43,254342283.636,17141.571,0.0,84918471.5,212123843.75,484431650288.182,85283397267.5,860420736919.75,13426430356.8,105970149785.0,62706294608.5,387593249239.75,1401049266.667,9807843840.0,96210.043,0.0,28936862.667,605224.867,285753.0,0.0,0.5,42401.667,290047221.429
18:30:43,400998610.818,25713.0,0.0,85642218.5,213927735.75,711355901177.091,128039078022.75,1274615845254.75,20678347231.6,168368946710.333,96368942874.75,584459854698.75,2773738359.667,9795704320.0,147977.565,0.0,44491233.0,605224.867,330196.143,0.0,0.5,42376.333,456731590.476
18:40:43,548195945.636,34283.714,0.0,86348797.5,215688741.0,941054290875.0,170130764625.75,1688413405376.25,27715857330.0,230907137475.167,129053843539.25,778286763415.75,2802076113.333,9749659648.0,193190.609,0.0,59333070.0,605224.867,373439.286,0.0,0.5,42392.333,622530420.952
18:50:43,695244748.636,42854.286,0.0,87076762.1,217503157.0,1180300501106.546,212112058518.75,2100601039490.25,34107558880.8,292915420494.833,158831088606.5,967115502386.25,2830237346.333,9686771712.0,230870.783,0.0,72157253.333,605224.867,418955.429,0.0,0.5,42422.0,786645766.238
19:00:43,806848496.455,51425.0,0.0,87789361.5,219279048.75,1436474086954.727,256369328378.0,2508806050548.75,41003211663.4,359509237664.833,190747238107.75,1167744219244.0,2859070160.0,9624494336.0,280886.522,0.0,85828133.333,605224.867,475170.571,0.0,0.5,42392.333,914345231.381
19:10:43,915268146.455,59995.571,0.0,147648537.5,368872752.0,1683666505920.0,304837881334.5,2925505142178.5,48682702623.2,417270451436.5,225507871646.5,1390651958942.5,4232231133.0,9563696128.0,332083.696,0.0,101250565.333,605224.867,571162.286,0.0,0.5,42537.333,1040407392.048
19:20:43,1026152398.455,68566.0,0.0,250941750.5,627020930.25,1939420401634.273,357513342609.0,3333096191289.75,56049201884.6,482770703998.0,257463466892.75,1626880412077.75,4260708111.0,9563230720.0,376979.087,0.0,114004080.333,605224.867,716380.714,0.0,0.5,42521.333,1167284540.381
19:30:43,1137017999.182,77136.429,0.0,360972884.7,902000695.5,2186643716720.182,410608887221.0,3742411688645.25,64029066137.4,548589935348.833,292432757411.5,1868435968785.0,4289384306.0,9563143936.0,419622.087,0.0,128802668.667,605224.867,870590.857,0.0,0.5,42571.0,1295994975.714
19:40:43,1285500351.182,85707.0,0.0,464493890.5,1160719005.5,2419308200416.546,460453861529.75,4155643383019.75,71296879196.8,609280349716.667,324103329118.0,2095581812261.75,4317257635.667,9563309056.0,477017.913,0.0,141754405.0,605224.867,1018836.0,0.0,0.5,42609.333,1461313916.667
19:50:43,1396258317.909,94278.571,0.0,568081643.5,1419598953.25,2661606881043.182,513260181508.0,4567769443844.75,79576241034.6,675308615276.667,360773357966.5,2339539205213.75,5690359769.333,9563372032.0,511050.043,0.0,157457447.333,605224.867,1168506.286,0.0,0.5,42572.0,1590686025.476
20:00:43,1543021330.273,102850.143,0.0,679031388.3,1696882661.75,2891709286149.454,562653906865.5,4982626334197.75,86938768702.2,736247624749.667,393071680050.0,2567320524000.25,5718314869.667,9563698432.0,560728.043,0.0,170411157.667,605224.867,1326750.571,0.0,0.5,42585.667,1755295655.286
