Stat,Schema,08:33:48,08:43:49,08:53:49,09:03:49,09:13:49,09:23:49,09:33:49,09:43:49,09:53:49,10:03:50,10:13:50,10:23:50,10:33:50,10:43:50,10:53:50,11:03:50,11:13:50,11:23:50,11:33:50,11:43:50,11:53:50,12:03:51,12:13:51,12:23:51,12:33:51,12:43:51,12:53:04
llite,unlink,0,0,0,17,252,4,0,0,0,0,0,2099542329536,86815,1848,106104,0,7665,0,0,987486,0,1092202,0,0,18094,132792,0
llite,symlink,0,5787648,104019848,0,204912,504769,309762,5273,0,6907,0,0,1386837690,0,0,154,5384,0,2,0,53,0,0,405564,172585,342072,0
llite,mkdir,0,0,0,0,0,628592,0,52844,0,67834,0,0,1098786982882,112,1216,0,47538176,0,504769,14523,0,15937,0,96,668,104,0
llite,rmdir,0,0,0,0,2964,628564,4439,282,0,331,0,0,2553545506909,1848,1216,0,5406,0,625496,137302,17181,151058,1687,16248,0,864,0
llite,mknod,0,0,0,0,31889,12892,45522,0,0,0,0,0,2344523480280,674603,204,0,0,0,625472,592,0,692,468476,24876,62,85716,0
llite,rename,0,0,0,0,153,268504,245,2,0,9,0,0,0,1511980780,96,0,1494,0,12892,0,0,0,0,760,0,1299377,0
mem,MemTotal,0,10260,6638,0,0,268140,0,1745504,413925,0,518965,0,0,1166321009135,848,0,6299,0,128596,15,0,10,1716,0,0,1,0
mem,MemFree,0,83,0,0,24,405580,4,1745480,0,0,0,7864896,0,2724630344998,1828,0,0,3565,128596,0,1039504,0,1144415,2,0,18800,0
mem,MemUsed,0,0,121163776,0,19399128,256911,0,361699,5899,0,7583,0,0,2502645792424,64,0,162,4708,342072,0,0,0,0,504769,0,180886,0
mem,Active,0,0,0,0,1854020,0,0,0,59828,0,73040,0,0,0,1621707966,0,0,105947136,104,0,15249,0,16597,52124,0,720,0
mem,Inactive,0,0,2479,0,0,3904,0,5333,308,0,345,0,0,11,1276856572566,0,2,902,864,0,144527,0,158130,52124,0,0,0
mem,Dirty,0,0,0,0,0,38889,0,52655,0,0,0,104019848,0,0,2991890226062,0,65536,8232,0,0,612,0,741,0,0,66,0
mem,Writeback,0,0,10153984,0,1854020,175,0,277,2,0,9,0,0,0,2745623251717,0,3,5623,0,0,0,0,0,2216,0,268248,1348601
mem,FilePages,0,0,0,2,0,0,0,0,0,464853,0,569783,0,1848,10720,1747721524,0,50401280,0,0,16,0,11,2216,0,267884,1
mem,Mapped,0,0,0,504769,0,42,0,5,0,0,0,0,0,0,102243,1342740895102,2,5483,0,0,0,1091531,2178,1195332,0,405580,19559
mem,AnonPages,0,0,0,625500,0,3,309888,0,414126,6780,0,8401,0,0,458,3163155727017,504769,0,0,0,0,0,0,0,0,96,186256
mem,PageTables,0,0,0,625476,0,0,0,4150601167,0,67989,0,81353,0,0,0,2904173479368,625484,1542,935278,0,0,16160,0,17479,0,16248,734
mem,NFS_Unstable,0,0,0,7663,0,2,4509,2,5968,333,0,388,0,0,13,0,1879472452,6376,6,0,14294592,151539,198,166285,0,68349968384,0
mem,Bounce,0,0,0,0,0,504769,45275,504769,59560,0,0,0,0,77596512,96,778925,1453292587710,0,3565,0,0,655,198,776,0,59015741440,71
mem,Slab,0,0,0,130547712,0,628576,191,625500,304,2,0,10,0,7416080,848,7,3426975064594,0,4708,0,0,0,0,0,0,9334226944,0
mem,HugePages_Total,0,0,0,0,0,628548,0,625472,0,0,518932,0,623797,0,1828,11372,3143544074122,0,105947136,0,0,16,1782,15,0,5346070528,0
mem,HugePages_Free,0,0,0,4067,0,12892,47,12892,5,0,0,0,0,0,64,109127,342056,1974158324,902,0,104019848,0,1143729,499466240,1249446,554315776,0
numa,numa_hit,0,0,0,0,0,268916,0,361833,0,465015,7435,0,9136,7416080,0,483,104,1543628104830,8731,0,0,0,0,23920640,0,24576,0
numa,numa_miss,0,0,0,16658432,0,268252,0,0,0,0,73236,0,86592,0,1,0,864,3653670736215,5796,988207,0,0,16833,187936768,18225,0,0
numa,numa_foreign,0,0,0,0,204833,405564,0,5381,0,6910,348,0,395,0,504769,14,85716,3351087308143,52752384,6,0,0,158618,11874304,171404,782561280,0
numa,interleave_hit,0,0,0,0,0,96,0,52411,0,67700,0,0,0,0,628592,0,829439,0,2099742294,14241,0,0,698,0,793,24440832,0
numa,local_node,0,52796,0,0,2902,16248,0,219,0,329,3,0,11,0,628564,0,7,0,1630117677102,136557,0,0,0,0,0,1944846336,0
numa,other_node,0,0,0,0,32072,24876,0,0,0,0,0,569636,12892,674755,12892,0,12348,0,3866237725394,572,0,0,17,118501376,15,17387520,0
intel_nhm,FIXED_CTR0,0,564,0,628592,7703,752,0,53,0,6,0,0,1533848,0,268736,0,117597,0,3545681017784,0,0,0,137179548,1194600,0,1300408,0
intel_nhm,FIXED_CTR1,0,6536,0,628564,0,0,0,0,414295,0,519087,8302,12888714018,9870,268372,0,527,0,0,2194753192,0,0,13110570,0,0,0,0
intel_nhm,FIXED_CTR2,0,88,0,12892,130752512,2,0,2,0,0,0,81618,0,94856,405580,0,0,0,0,1740347415721,1040311,0,0,17724,0,18939,0
intel_nhm,CTL0,0,0,0,268132,0,256876,0,504769,6013,7784,7592,385,4241507213,433,96,0,15,0,0,4137060823552,6,0,0,166818,0,179673,0
intel_nhm,CTL1,0,0,85,267768,5144,0,0,628592,59275,1337279,72925,0,16240,0,16248,0,1216,883480,0,3791575342239,14932,0,13110570,728,0,844,0
intel_nhm,CTL2,0,0,104941,405580,0,3758,0,628564,234,0,344,9,24876,11,24876,0,1216,7,0,9221,2320434674,2,0,0,0,0,0
intel_nhm,CTL3,0,0,0,96,21069824,39127,0,12892,0,0,0,0,623597,0,726714,0,204,13096,0,6024,1807838980785,504769,0,19,0,15,0
intel_nhm,CTR0,0,0,1489,16248,0,207,0,268504,64,7797,6,0,0,0,0,0,96,122783,0,55291904,4307879235606,625488,0,628576,1248697,760,1349701
intel_nhm,CTR1,0,0,13429,24876,0,0,0,268140,0,465243,0,569847,9048,0,10754,0,848,545,0,5619,3949999738224,625460,0,628548,0,0,0
intel_nhm,CTR2,0,0,120,752,0,9,0,405580,0,0,0,0,86898,0,101967,0,1828,0,0,0,0,2430259246,0,12892,18484,2,19676
intel_nhm,CTR3,0,0,0,0,0,100,309809,96,0,6923,0,8452,393,0,473,0,64,16,0,1641,0,1917764362142,0,267900,171939,504769,184994
intel_rapl,MSR_PKG_ENERGY_STATUS,0,0,1,2,0,7786,0,16248,0,67375,0,81263,0,0,0,0,0,0,934512,6509,0,4573172199529,0,267532,745,52124,861
intel_rapl,MSR_PP0_ENERGY_STATUS,0,0,0,159000,0,0,4358,24876,0,257,0,382,10,0,11,0,1,0,7,0,3565,4191143248142,0,405564,0,52124,0
intel_rapl,MSR_DRAM_ENERGY_STATUS,0,0,10,0,0,132648960,45556,752,0,0,0,0,136344,674517,504769,780476,17181455240,0,13933,0,4708,627,2562303042,96,19,0,16
tmpfs,bytes_used,0,0,165,2227,0,0,233,0,0,69,0,6,136344,0,625480,0,0,0,130883,0,105947136,0,1992717193807,16248,0,1299607,0
tmpfs,files_used,0,0,110,18604,0,6359,0,2,0,0,519347,222408,623758,9756,625456,11385,4312604727,0,568,0,902,203,4766813237568,24876,0,0,0
lnet,tx_msgs,0,0,0,145,0,0,14,2097152,0,0,1,0,0,95232,12892,107538,0,0,0,0,9688,536,4369727236507,760,0,19226,0
lnet,rx_msgs,0,0,0,0,0,26046464,0,361730,0,0,7621,811,9269,427,128676,499,1216,0,17,0,6199,0,6,2687792744,0,180229,0
lnet,rx_msgs_dropped,0,0,10,1,0,0,0,0,0,0,72541,940,86526,0,128476,0,1216,0,478,987400,57520128,2,16438,2093505232360,0,796,0
lnet,tx_bytes,0,0,10,12892,210120,0,0,5249,0,0,278,690,391,10,342056,11,204,0,2810430,7,5687,504769,157739,5011190161352,0,0,0
lnet,rx_bytes,0,0,0,270288,0,0,0,52712,0,7633,0,225177,0,0,726440,0,830968,0,0,14722,0,625496,672,4592619733063,0,19,0
lnet,rx_bytes_dropped,0,49093,90,269952,3038,0,0,254,0,0,71,1551,7,0,0,0,0,0,0,137171,1685,625472,0,628564,2781875414,3361906688,1348842
ib_ext,port_select,0,0,0,405564,26627,342072,7788,0,0,0,0,570190,504769,674707,10618,0,12320,0,53,595,6575,12892,209,12892,2195730890420,332398592,0
ib_ext,counter_select,0,573,0,96,179,108,0,19,0,0,0,1,628592,0,102400,0,116056,0,0,0,0,3565,0,1195589,5265262467804,53248,20005
ib_ext,port_xmit_data,0,10248,165,16248,0,864,132657152,0,414148,0,0,8462,628564,10005,470,0,553,0,15525,17,1515,4708,0,6,4824348267305,0,185566
ib_ext,port_rcv_data,0,78,0,24876,2,85716,0,0,0,0,0,80809,12892,94806,0,0,0,0,0,0,1039409,105947136,0,17289,0,2907504038,817
ib_ext,port_xmit_pkts,0,0,0,764,0,263435,7397,0,5883,0,0,320,269228,421,10,0,11,0,0,0,7,902,0,165905,0,2269354828564,0
ib_ext,port_rcv_pkts,0,0,0,0,0,0,0,0,59618,0,0,0,268864,0,1745504,778900,628592,885094,0,0,15455,10185,0,701,0,5449331482858,20
ib_ext,port_unicast_xmit_pkts,0,0,99869,2,0,4031,30298112,0,284,6487104,0,72,405580,7,1745480,0,628564,0,0,0,144397,6433,0,0,0,4993843246263,0
ib_ext,port_unicast_rcv_pkts,0,0,0,504769,0,32272,0,0,0,0,0,94,624194,0,726593,11224,12892,13004,0,0,616,60112896,0,220,0,0,3002022090
ib_ext,port_multicast_xmit_pkts,0,0,1490,1745504,0,215,0,0,26,0,0,0,1,0,0,109293,268736,121221,15361,0,0,5749,0,0,1249729,0,2377565304791
ib_ext,port_multicast_rcv_pkts,0,0,18512,1745480,0,0,0,0,0,465043,0,846,9233,0,10925,501,268372,570,0,0,18,0,0,2,6,115916800,5712969201466
sysv_shm,mem_used,0,0,115,12892,0,3,0,0,0,0,0,0,86015,0,101949,0,0,0,0,0,0,1724,0,131072,18010,0,5233330481813
sysv_shm,segs_used,0,0,0,1531808,0,268132,317685,7788,0,6808,0,0,329,0,463,14,0,12,0,0,178,6636,0,3,171003,0,0
nfs,inode_revalidate,0,24876,0,1531504,0,267768,0,0,0,67765,0,1551,0,0,0,0,829332,0,936137,0,2937,16379,3565,25708559765,721,0,0
nfs,dentry_revalidate,0,49180,0,153825,0,405580,4685,132657152,0,311,0,0,74,0,12,0,0,0,0,0,1958,151384,4708,0,0,2,0
nfs,data_invalidate,0,0,0,0,0,96,37329,0,0,0,0,0,3,675150,3212,779096,12161,0,13846,0,0,657,105947136,8471929489,231,504769,0
nfs,attr_invalidate,0,4910478,0,2268,0,16248,241,8431,0,27,0,0,0,1,0,0,117879,0,129307,0,0,0,902,625488,0,1300662,0
nfs,vfs_open,0,22705799802,0,23750,0,24876,0,0,0,0,519109,0,2,9969,2,11522,551,0,594,0,178,19,10573,625460,0,6,0
nfs,vfs_lookup,0,80286954882,0,141,0,752,3,34533376,0,0,1,65125644,504769,94272,504769,108812,0,0,0,0,178,96,6602,12892,0,18754,0
nfs,vfs_access,0,79093486730,0,0,0,0,0,0,0,0,7499,6224210,625488,349,625488,495,14,0,12,0,0,152,62005248,132104,0,179248,0
nfs,vfs_updatepage,0,1,6825582,1,0,2,0,0,0,0,72982,0,625460,0,625460,0,0,883439,0,989042,1602,15956,5804,131904,0,776,0
nfs,vfs_readpage,0,504769,97581240548,0,204747,1048576,0,0,0,0,330,0,12892,88,12892,13,0,0,104019848,0,0,136,0,342056,0,0,0
nfs,vfs_readpages,0,628576,263320842702,3007964,0,3,0,0,0,0,0,6224210,136092,0,727125,0,829558,12823,0,14644,0,0,1762,108,0,238,0
nfs,vfs_writepage,0,628548,248476246685,5,3059,0,0,272,7789,0,27,0,136076,0,1,0,0,123084,0,135573,2937,3,6689,864,0,0,1349942
nfs,vfs_writepages,0,12892,15650,8750998,31991,2,0,0,0,0,548,569916,342056,0,10870,0,12452,574,0,619,0,504769,20,3565,0,0,6
nfs,vfs_getdents,0,267248,117,189656029578,178,504769,0,4,132661248,0,0,1,108,0,101338,0,117373,0,0,0,0,628592,0,4708,0,0,19498
nfs,vfs_setattr,0,266584,0,496471395175,0,628576,0,0,0,0,2,8322,864,0,386,0,543,14,0,12,0,628564,0,105947136,0,0,184566
nfs,vfs_flush,0,131502080,3,462152352866,1,628548,0,0,9498,0,504769,81299,85716,0,0,0,0,0,934469,0,1041061,12892,0,902,0,0,791
nfs,vfs_fsync,0,4,0,157924,10444732,256767,0,0,0,0,628592,358,540,0,94,0,13,0,0,0,0,269212,0,10970,0,0,0
nfs,vfs_lock,0,16248,0,0,257732472800,0,0,0,38903808,0,628564,0,0,0,0,779643,0,883638,13621,0,15424,268848,0,6869,0,0,245
nfs,vfs_release,0,24876,0,2340,674284575112,3954,0,0,0,0,12892,36,2,0,2,1,0,0,131224,0,142740,405580,0,64335872,0,0,0
nfs,congestion_wait,0,752,0,19538,627446688522,39028,0,5976,0,0,268504,0,623891,0,504769,11500,0,13170,602,0,639,96,0,5867,0,0,0
nfs,setattr_trunc,0,0,0,140,0,12376388,0,1039425,0,0,268140,0,1,0,628592,108148,0,122547,0,0,0,16248,0,0,1248590,0,0
nfs,extend_write,0,2,0,0,0,363765190904,0,0,0,475944,405580,0,9073,0,628564,407,0,567,14,1828,12,24876,0,1813,7,0,0
nfs,silly_rename,0,504769,0,4,0,937714276614,0,0,0,7791,96,0,86558,0,12892,0,0,0,0,987349,0,1093183,0,6752,18701,0,0
nfs,short_read,0,106104,0,628592,211464,867473145788,309741,5989,0,0,16248,0,363,0,269228,101,0,14,0,0,0,0,0,104,3565,0,0
nfs,short_write,0,106104,0,628564,0,4,13986110,478,0,132669440,24876,0,0,0,268864,0,830146,0,934650,14416,0,16283,0,864,4708,0,0
nfs,delay,0,49131,0,12892,3157,2,427194446812,1077972,0,0,752,0,41,0,405580,0,1,0,0,137526,0,149710,0,85716,105947136,0,0
nfs,normal_read,0,0,0,269640,25119,504769,1106274542924,0,0,10592,0,0,96,674862,96,0,12456,0,13999,620,0,680,0,524,902,0,0
nfs,normal_write,0,534,0,269276,179,1745504,1024092324933,0,0,0,2,0,16240,1,16248,0,116629,0,130674,0,0,0,0,0,11302,1299503,0
nfs,direct_read,0,10243,0,405580,0,1745480,0,15905330,0,43384832,530067,0,24876,9779,24876,0,441,0,593,15,0,13,0,2,7038,7,0
nfs,direct_write,0,83,0,96,6,12892,1,535146487746,0,0,0,0,3212,94843,752,0,0,0,0,1216,1039378,504769,1145396,504769,66023424,19444,0
nfs,server_read,0,0,0,16248,0,266076,0,1372867142966,0,0,8065,0,0,393,0,0,115,0,14,1216,0,625484,0,185324,5909,180091,0
nfs,server_write,0,1,0,24876,0,0,0,1266609424333,0,0,61432,0,2,0,2,0,0,884295,0,987513,15131,625456,16966,119788,0,802,0
nfs,read_page,0,60,99969,752,0,4135,0,5523,17532282,0,342,0,504769,45,262144,0,0,1,0,0,144756,12892,156762,0,1841,0,0
nfs,write_page,0,68349968384,0,0,0,29460,0,52499,599189337154,655,16508,0,625500,0,726818,0,13869,13155,0,14840,635,133008,725,2288,6793,23,0
nfs,xprt_sends,0,61186142208,1375,2,0,219,0,280,1548228848601,760,0,0,625472,0,1,0,478,121750,0,136944,0,133004,0,2284,0,3565,1348705
nfs,xprt_recvs,0,7163826176,18524,8388608,0,0,0,0,1429527871053,561,211550208,581010,12892,0,10663,0,2465730,461,0,613,15,342056,14,69884,0,4708,7
nfs,xprt_bad_xids,0,3463565312,116,3,0,7,0,2,0,19456212,0,0,135340,0,101950,0,0,0,0,0,0,1091428,0,1196273,0,105947136,20257
nfs,xprt_req_u,0,362971136,0,0,0,0,320298,0,414018,706116170471,15151,8952,131502080,0,424,0,0,116,0,15,0,0,0,0,0,902,185426
nfs,xprt_bklog_u,0,352256,5,2,0,0,0,0,0,1810236503295,0,69545,4,0,0,0,53,0,935353,504769,1039564,16019,0,17902,0,11663,822
nfs,ACCESS_ops,0,0,0,153942,0,0,4809,0,6218,1667717740910,62058496,384,104,0,53,0,0,0,1,628592,0,151771,0,164909,0,7228,0
nfs,ACCESS_ntrans,0,487899136,0,0,0,0,34517,0,59408,1254,21195292,0,864,0,136092,779278,13869,0,14014,628564,15555,677,0,755,0,67903488,24
nfs,ACCESS_timeouts,0,27897856,0,2135,0,0,245,0,307,836,791588055296,6,85716,0,131502080,1,0,0,129797,12892,144144,0,0,0,0,5955,0
nfs,ACCESS_bytes_sent,0,2430717952,0,23761,0,0,0,0,0,0,2032166139142,0,637551,0,4,11299,0,0,482,268736,637,16,0,20,0,0,0
nfs,ACCESS_bytes_recv,0,14372864,0,141,0,0,9,0,3,0,1871389684277,0,0,0,108,108822,0,0,0,268372,0,106104,1143651,628592,1250407,1880,0
nfs,ACCESS_queue,0,0,0,0,0,0,0,372350,0,464917,2,23006826,9802,0,864,442,0,0,121,405580,15,106104,0,628564,0,6839,0
nfs,ACCESS_rtt,0,0,0,7,0,0,0,0,0,0,504769,878906019894,72139,0,85716,0,0,0,1176,988302,0,1091645,16669,12892,18640,3825651,3739
nfs,ACCESS_execute,0,552370176,0,96,204895,0,0,5759,0,7141,1745508,2251740450677,391,0,540,60,13705,0,383280,1,0,0,158851,269212,170013,0,4945
nfs,COMMIT_ops,0,0,0,16248,0,0,0,41456,0,67554,1745484,2072843005107,0,0,0,0,829806,0,2640,14807,0,16438,721,268848,773,0,109707264
nfs,COMMIT_ntrans,0,49093,0,24876,2878,0,0,277,0,334,9874027,16415,24888672,0,0,0,1,0,0,136018,0,151133,0,405580,0,53,927
nfs,COMMIT_timeouts,0,0,0,752,32016,0,0,0,0,0,0,0,986875097236,692369,0,0,12210,0,160,503,0,678,16,96,20,0,12012
nfs,COMMIT_bytes_sent,0,461,0,0,179,0,0,13,0,3,0,67235840,2522647791409,0,0,0,117333,0,2640,0,0,0,0,1194530,0,1301365,7437
nfs,COMMIT_bytes_recv,0,10365,0,2,0,0,0,0,425968,0,518927,0,2319485920239,10632,0,0,496,0,1760,129,0,16,0,0,0,0,69824512
nfs,COMMIT_queue,0,76,0,504769,10,0,0,0,0,0,0,0,96,26534676,0,0,0,0,0,1,1040350,64,1143780,17558,0,19361,5994
nfs,COMMIT_rtt,0,0,0,106104,0,256852,0,0,6539,0,7895,0,16248,1051964112168,0,0,61,0,0,0,1,0,0,167048,0,178269,0
nfs,COMMIT_execute,0,0,0,106104,0,0,0,0,46996,0,72763,0,24876,2693859386510,0,0,11539008,883919,160,2,15571,1,17179,750,0,829,1940
nfs,CREATE_ops,0,96,99856,0,0,3843,0,0,310,52654776,350,0,16508,2478408936727,0,0,0,1,160,504769,143167,131502080,158206,0,0,0,6904
nfs,CREATE_ntrans,0,16248,0,1220,0,39043,0,0,0,5032340,0,0,0,0,28457554,0,0,12907,0,625480,519,4,720,17,0,21,0
nfs,CREATE_timeouts,0,24876,1310,1220,0,221,0,0,20,0,7,0,211550208,0,1160700294076,0,0,122490,1440,625456,0,106104,0,0,1248609,0,1350631
nfs,CREATE_bytes_sent,0,756,18720,204,0,0,0,0,0,478072,504769,569723,0,0,2961320931931,0,104019848,510,0,12892,136,0,21,0,0,0,0
nfs,CREATE_bytes_recv,0,0,103,96,0,13,0,0,0,0,625500,0,17383,0,2721667884753,0,0,0,0,128676,0,1092496,0,1194685,18312,0,20137
nfs,CREATE_queue,0,2,0,848,0,0,309804,0,628548,7569,625476,8745,0,0,471,30070396,0,69,2640,128476,0,1,0,0,172195,0,183579
nfs,CREATE_rtt,0,4194304,1,1828,0,0,0,0,12892,53809,12892,81064,71200768,0,0,1224802661954,0,0,934966,342056,0,16436,0,18069,767,0,843
nfs,CREATE_execute,0,68719476736,0,153835,0,0,4468,0,270288,334,130780,396,0,0,7,3134813971517,0,0,1,104,0,150099,0,166379,0,0,0
nfs,FSINFO_ops,0,65398493184,0,0,0,0,45433,0,269952,0,130780,0,0,0,0,2883082871288,0,0,13736,864,0,551,0,744,17,0,22
nfs,FSINFO_ntrans,0,3320983552,0,1993,0,0,246,0,405564,21,342072,7,0,0,0,0,32005588,0,130571,85716,0,0,0,0,0,1299521,0
nfs,FSINFO_timeouts,0,1611857920,0,24038,0,0,0,0,96,0,532306,0,0,0,0,12269,1332686271137,0,530,528,0,148,0,22,0,0,0
nfs,FSINFO_bytes_sent,0,152375296,0,119,0,0,15,0,16248,0,10,0,0,16508,0,86226,3399293549463,0,0,0,0,0,1144745,0,1248774,19038,0
nfs,FSINFO_bytes_recv,0,1036,0,0,0,0,0,361744,24876,0,8280,0,9585,0,0,499,3123436458468,0,80,2,0,1,1,0,0,180510,0
nfs,FSINFO_queue,0,2042,0,3,0,4320,0,0,764,0,58814,0,86306,211550208,0,0,0,33753154,0,987906,0,504769,17126,0,18844,808,0
nfs,FSINFO_rtt,0,58470400,0,378675200,204752,774951,0,5365,0,0,354,0,406,0,0,8,0,1421171659466,10594400,1,0,628592,157100,0,171492,0,0
nfs,FSINFO_execute,0,416,0,49152,0,0,0,52555,2,0,0,0,0,18431,0,0,852544,3626771996793,0,14504,0,628564,590,0,758,17,0
nfs,FSSTAT_ops,0,491,0,0,2696,0,0,278,504769,0,23,0,8,0,0,0,0,3332032942896,0,136827,0,12892,0,0,0,0,1348762
nfs,FSSTAT_ntrans,0,342,0,458280960,32387,4333,0,0,1745504,0,628592,584347,752,75493376,0,0,13271,16248,35544604,543,0,268736,153,0,26,0,0
nfs,FSSTAT_timeouts,0,3284992,0,27901952,142,478,0,17,1745480,0,628564,10,0,0,0,0,93481,24876,1505397279244,0,0,268372,0,1195709,0,1299693,19798
nfs,FSSTAT_bytes_sent,0,141,0,2425511936,0,803697,0,0,414154,0,12892,9206,2,0,0,0,551,752,3839844952655,85,0,405580,0,1,0,0,185859
nfs,FSSTAT_bytes_recv,0,0,0,14561280,4,0,0,0,0,0,268132,65775,504769,0,0,0,0,0,3527654491260,96,1039973,96,0,18004,0,19585,827
nfs,FSSTAT_queue,0,397,0,0,0,256698,0,0,6038,0,267768,395,1745508,0,0,0,9,2,0,37458618,1,16248,0,165218,0,179776,0
nfs,FSSTAT_rtt,0,560,0,0,0,0,0,0,59438,0,405580,0,1745484,0,16508,0,0,908119,0,1613532109251,15213,24876,0,613,0,807,18
nfs,FSSTAT_execute,0,0,1060,548409344,0,3579,0,0,300,0,96,28,12892,8,0,0,0,0,0,4110740900332,144021,756,0,0,0,0,0
nfs,GETATTR_ops,0,453988916,2105,0,0,39514,0,476,0,0,16248,0,638380,0,211550208,0,0,14043,0,3774595652629,563,0,0,159,0,27,0
nfs,GETATTR_ntrans,0,2597171020,60612608,0,0,179,0,132499,20,0,24876,0,10,0,0,0,0,97106,0,2,39070576,2,0,0,1249862,0,1348937
nfs,GETATTR_timeouts,0,205710,435,12892,0,0,0,0,3208,465066,752,0,10024,0,19458,0,0,571,0,504769,1678782681921,524288,0,0,1,0,0
nfs,GETATTR_bytes_sent,0,1194334,888,268248,0,5,0,480,0,0,0,0,70895,0,0,0,0,0,0,625488,4281612499105,1092059,0,0,18719,0,20371
nfs,GETATTR_bytes_recv,0,9162,528,267884,0,0,309634,560,2,6964,2,0,404,0,79699968,0,0,9,0,625460,3933650277427,1,0,0,170320,0,185095
nfs,GETATTR_queue,0,1824,5283840,405580,0,0,0,413,504769,67565,1048576,0,0,0,0,0,0,12892,961759,12892,0,40994088,0,0,632,0,827
nfs,GETATTR_rtt,0,49112,177,155264,0,4169,4158,134148,625496,325,3,0,32,0,0,0,0,136092,0,136344,0,1787282393214,0,0,0,0,0
nfs,GETATTR_execute,0,0,0,0,0,0,45963,924,625472,0,0,0,0,689383,0,778942,0,136076,14932,136344,0,4548609233982,0,0,163,0,28
nfs,LINK_ops,0,522,433,2221,0,0,205,0,12892,23,2,0,2,10,0,0,0,342056,102538,342056,0,4176205786042,0,0,0,1300828,504769
nfs,LINK_ntrans,0,10282,615,22350,0,0,0,56,136844,0,519150,0,504769,10833,0,16508,0,108,597,108,0,87,42642722,19928,0,1,628592
nfs,LINK_timeouts,0,75,0,1245,0,0,9,924,136844,0,6,0,625500,79021,12061,0,1208,864,0,864,0,128676,1861193054569,3425259,0,19453,628564
nfs,LINK_bytes_sent,0,0,0,2327,0,0,0,361531,342072,0,7658,0,625476,436,0,211550208,335978,17348678,9,85716,0,128476,4743629391572,0,0,178554,12892
nfs,LINK_bytes_recv,0,0,0,64942080,0,0,0,0,104,0,72753,0,12892,0,0,0,0,0,0,1016027,0,342056,4356099336041,0,0,677,269212
nfs,LINK_queue,0,52124,99900,468,206229,0,0,4994,864,0,342,0,130780,36,0,20512,1226,0,0,0,0,104,158070,44529172,0,0,268848
nfs,LINK_rtt,0,52124,0,1323,0,3605056,0,53193,85716,0,0,0,130780,0,741392,0,829392,0,0,15770,0,864,632,1959945199169,0,167,405580
nfs,LINK_execute,0,0,1364,957,2987,0,0,235,556,0,25,0,342072,0,10,84017152,0,17329365,0,107400,0,85716,0,4988626230411,0,0,1350034
nfs,LOOKUP_ops,0,2216,18611,8429568,30573,9154,0,0,0,0,96,570004,108,0,11773,0,12851,19313,0,620,0,528,91,4579183562501,0,0,1
nfs,LOOKUP_ntrans,0,2216,110,245,179,1776,0,10,2,0,16248,6,864,0,85999,0,117092,1745480,0,0,0,0,0,1195157,46369384,0,20283
nfs,LOOKUP_timeouts,0,2280,0,0,0,18837,0,0,413905,0,24876,8452,0,0,482,0,564,12892,0,10,0,2,0,1,2061211603213,0,183861
nfs,LOOKUP_bytes_sent,0,0,1,517,1,0,9154,0,0,0,764,81050,0,0,0,0,0,1531840,0,269228,1069441,504769,0,17664,5244473477305,0,686
nfs,LOOKUP_bytes_recv,0,0,0,716,0,258250,2112,924,5588,0,0,382,0,0,37,0,16508,1531536,0,268864,0,1745504,0,166259,4812860561396,1926,0
nfs,LOOKUP_queue,0,0,0,0,1247,0,18877,0,60195,0,2,0,0,0,0,793949,0,883404,0,405580,16529,1745480,0,654,0,48062406,181
nfs,LOOKUP_rtt,0,0,0,2142,2327,3903,0,9154,253,0,504769,31,0,0,0,10,211550208,0,0,96,113190,12892,0,0,0,2133124689463,3
nfs,LOOKUP_execute,0,0,0,23891,64950272,37590,0,1872,0,0,1745504,0,623980,0,0,12435,0,13639,0,19301118,639,1533848,0,95,0,5429384957804,0
nfs,MKDIR_ops,0,0,0,137,469,218,0,18883,13,0,1745480,0,6,0,10034752,92730,21520,122261,0,0,0,1533544,0,0,1249216,4983614566417,2
nfs,MKDIR_ntrans,0,0,0,0,1708,0,0,38798256,9157,464768,12892,0,9226,0,0,509,0,586,0,0,10,1522500,0,0,1,1663,49872090
nfs,MKDIR_timeouts,0,0,0,7,1184,2,0,3708040,1776,0,1531808,0,86281,0,0,0,88145920,0,0,0,0,1124132,0,19777,18471,541383,2240181166084
nfs,MKDIR_bytes_sent,0,0,0,0,10551296,0,311224,0,18907,6493,1531504,0,390,0,0,39,0,12,0,19281805,0,0,0,0,171370,3729,5694059263269
nfs,MKDIR_bytes_recv,0,0,0,0,290,0,0,0,752,68397,1522500,0,0,0,104019848,0,0,504769,934377,19313,0,17524,0,0,671,0,5223815596611
nfs,MKDIR_queue,0,0,0,0,0,0,4493,3708040,0,278,96,0,33,0,0,0,0,625500,0,3,0,117461,0,0,0,226,133008
nfs,MKDIR_rtt,0,0,0,0,553,0,43988,0,2,0,16240,0,0,674936,0,0,0,625472,14536,0,0,674,0,0,96,3729,133004
nfs,MKDIR_execute,0,615,0,0,762,0,245,0,8388608,14,9208,0,0,6,0,0,101014,16508,130358,2,0,0,0,0,0,1300140,342056
nfs,MKNOD_ops,0,10044,0,0,0,1255,0,0,3,0,518851,0,0,9966,0,0,558,0,611,504769,0,13,0,0,0,1,104
