Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
20:56:14,437709692.364,291464.857,17251.647,14181699.7,35309235.5,1489877819383.182,152962641655.5,6139053160674.25,11663646547.8,10197854788268.0,41867830273.0,959829534742.0,4357344005.667,8629553664.0,1985945.348,0.0,48261192.667,1171048.933,1301286.429,0.0,0.5,7377.667,497901078.619
21:06:14,444371453.636,300038.714,17777.824,14607071.5,36368199.5,1537619598655.818,158770674728.5,6319347240839.5,11989036995.2,10528700222067.5,43061123213.5,989693008929.0,4366945524.333,8630072576.0,2036578.435,0.0,48847832.667,1171048.933,1335078.429,0.0,0.5,7409.333,505253492.571
21:16:14,449475370.182,308612.857,18277.647,15020403.5,37397229.0,1585059968514.364,164378869841.25,6499605483029.25,12298617174.6,10861264479808.334,44246025354.25,1020510786863.25,4376510514.333,8631481856.0,2091407.043,0.0,49497892.0,1171048.933,1369415.429,0.0,0.5,7393.333,510915373.857
21:26:15,452709145.545,317186.571,18795.941,15454513.9,38477989.0,1633162517314.091,170188889428.5,6679857730517.25,12591710416.2,11171998966292.5,45435193220.0,1050042006816.75,4386089553.333,8631635200.0,2132109.565,0.0,50012837.667,1171048.933,1403745.571,0.0,0.5,7409.667,514476837.333
21:28:43,454977891.364,325761.143,19297.765,15909085.9,39609696.5,1681520979862.818,175798116239.75,6860102246549.75,12877523145.6,11505111492200.666,46586360645.75,1072623070880.75,5739928913.333,8630752000.0,2197220.652,0.0,50527833.333,1171048.933,1442471.0,0.0,0.5,7409.333,517335897.667
21:38:44,454988698.364,327885.0,19428.059,16022568.1,39892214.5,281474977508992.0,281474976784280.25,281474976689559.25,225179981378007.0,54904967349515.51,211106232546084.25,17592186245445.75,5742267649.667,8630753280.0,2206448.478,0.0,50531796.0,1171048.933,1451629.143,0.0,0.5,7425.667,517370275.762
21:48:44,458249697.909,336461.0,19926.0,16460863.3,40983456.25,281524040219621.6,281480495001964.75,281655285269234.0,225180290713372.4,55241137890560.664,211107474068483.25,17614828065670.0,7096134971.333,8633749504.0,2346375.391,0.0,50882929.667,1171048.933,1496303.286,0.0,0.5,7425.667,521122036.238
21:58:44,460169029.364,345034.714,20418.412,16883694.9,42036369.75,281572687164916.0,281486095378490.0,281835556273577.25,225180599248033.2,55578079224124.336,211108709925367.25,17637739871150.5,7105719964.333,8633627392.0,2399971.522,0.0,51418799.667,1171048.933,1530446.143,0.0,0.5,7442.0,523592569.571
22:08:44,463776369.182,353608.857,20910.176,17312624.1,43104500.75,281619732646306.0,281491228058180.75,282015859916862.75,225180929351020.8,55909658931628.49,211110048203606.25,17659286081961.75,7115303939.333,8633689600.0,2451535.174,0.0,52371808.667,1171048.933,1566340.0,0.0,0.5,7425.667,528213577.476
22:18:45,465502073.455,362182.714,21411.706,17776588.7,44259466.75,281668190329802.94,281496890506682.5,282196086976647.25,225181224442418.6,56242743346802.0,211111212146651.0,17683766225920.0,7124862982.333,8633669632.0,2681778.522,0.0,52880946.667,1171048.933,1614315.571,0.0,0.5,7409.667,530565932.952
22:28:45,468608188.909,370757.429,21909.118,18225336.9,45376667.5,281718003862978.25,281502477920406.75,282376274425399.75,225181505680169.8,56579317095517.83,211112286301073.0,17708056694361.75,7134381647.667,8633770496.0,2776976.435,0.0,53150298.333,1171048.933,1654862.0,0.0,0.5,7427.667,534212429.048
22:38:45,471289594.091,379331.429,22408.059,18658564.5,46455413.5,281767628685803.8,281508820305653.25,282556579694946.5,225181819184032.8,56910081696210.336,211113560241089.25,17735220314581.25,7143990903.0,8633918208.0,2879469.0,0.0,53637858.333,1171048.933,1714297.429,0.0,0.5,7427.667,537272217.524
22:48:46,474494676.091,387905.286,22904.882,19084623.1,47516345.25,281816202117716.4,281514884961273.5,282736913839673.75,225182170409969.8,57242919923326.0,211114935159420.75,17761479520989.0,7153625510.667,8633976064.0,2932512.739,0.0,54302276.667,1171048.933,1748030.857,0.0,0.5,7411.667,540902627.81
22:58:46,479145025.273,396479.429,23417.353,19523733.9,48609814.0,281864830019083.56,281520900997711.25,282917222271804.75,225182504653568.4,57544017505651.0,211116236572347.5,17789388296898.5,7163260569.667,8633149184.0,2983813.87,0.0,54884545.333,1171048.933,1782046.571,0.0,0.5,7428.0,545988708.476
23:08:46,483857175.182,405053.714,23902.529,19952077.1,49676580.0,281913770582388.25,281527083101123.0,283097519599933.0,225182838463688.6,57880073085029.51,211117564615332.75,17817863910872.25,7172898679.0,8635408640.0,3024339.739,0.0,55245044.333,1171048.933,1815593.714,0.0,0.5,7413.333,550857660.333
23:18:46,486091998.273,413627.286,24398.647,20399833.7,50791391.25,281961892683080.4,281533196447741.25,283277829068494.75,225183177493585.0,58216257161140.83,211118869007865.0,17846509904335.5,7182499012.667,8635397376.0,3205895.261,0.0,55693440.667,1171048.933,1851737.143,0.0,0.5,7411.667,553577014.571
23:28:47,489783529.455,422201.857,24903.353,21195384.3,52769125.0,282009366827072.75,281538713035599.25,283458086959502.75,225183505232466.2,58532462188140.0,211120128678398.75,17872909745089.75,7192064360.333,8635352832.0,3580369.0,0.0,56358099.333,1171048.933,1935440.714,0.0,0.5,7428.0,558089111.048
23:38:47,491250452.182,430775.571,25417.588,21718997.1,54072000.0,282058038027554.94,281544722946530.5,283638442297369.0,225183893603733.8,58842983304506.0,211121624523551.25,17901456157264.25,7201755875.333,8635525632.0,4050460.348,0.0,56722253.667,1171048.933,2036132.0,0.0,0.5,7381.0,560051780.667
23:48:47,497180168.182,439349.571,25921.412,22234405.5,55354642.0,282106259600351.0,281550588971499.75,283818763293453.25,225184248422562.2,58957400372650.336,211123008923927.5,17929295221626.25,7211433298.333,8635724544.0,4525982.522,0.0,57400574.333,1171048.933,2134997.286,0.0,0.5,7411.667,566741340.333
23:58:47,499793789.727,447923.429,26427.882,22745888.1,56627500.25,282155583032773.44,281557201601589.25,283998983137564.5,225184560406652.4,59117560674296.336,211124175653761.5,17959030781803.5,7221060235.667,8635733760.0,5076402.174,0.0,57708149.667,1171048.933,2222793.571,0.0,0.5,7396.0,569814230.381
