Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:09:23,88452195.636,2215249.286,0.0,3427052454.0,8522245809.5,207874111852633.8,5078003205316.75,116171947975631.75,33064280720577.4,791082651272.667,575881080586.75,15513949955483.0,0.0,2460731843.333,231648.8,9066404352.0,12361485.348,0.0,9598076.0,214719.7,36665.4,5331425000.714,0.0,16.5,33488.0,108098558.857
00:19:23,88783661.909,2223820.429,0.0,3441331485.8,8557755357.5,208668928667148.38,5099147427268.5,116621568028704.0,33192235848757.2,791494713156.167,578272743565.75,15578241688076.5,0.0,2470380047.167,232190.0,9071620352.0,12416217.739,0.0,9639368.333,215387.5,36665.4,5353499786.714,0.0,16.5,33472.0,108416372.762
00:29:23,88978094.091,2232391.714,0.0,3455858484.4,8593886162.75,209465211760778.8,5119999752282.5,117071173576595.5,33320185791954.4,794525964470.0,580650833288.25,15642066927962.25,0.0,2480880961.0,233103.4,9075934976.0,12459327.522,0.0,9685196.333,216140.3,36665.4,5375566728.571,0.0,16.5,33490.0,108629181.857
00:39:23,89195993.455,2240963.0,0.0,3470009100.4,8629077529.75,210261784103107.72,5140647363517.5,117520766240913.5,33448131037733.0,798397901286.333,583006819135.5,15705877000001.5,0.0,2491193812.833,233955.8,9080926720.0,12495044.043,0.0,9721208.0,217045.3,36665.4,5397407357.286,0.0,16.5,33474.0,108833799.81
00:49:23,89366967.545,2249534.143,0.0,3484532853.0,8665197908.5,211056470887378.53,5161694098619.5,117970366603718.75,33576079687214.8,798804535990.5,585413868558.25,15770865966468.75,0.0,2500832686.667,234857.8,9085704960.0,12541433.435,0.0,9754280.0,217946.7,36665.4,5419613618.143,0.0,16.5,33442.0,109026362.238
00:59:23,89590089.727,2258105.286,0.0,3498707610.4,8700450084.5,211853632834620.0,5182310965039.25,118419961235350.0,33704025760219.4,802917408058.0,587756887054.0,15834276754693.0,0.0,2511012603.833,235845.8,9091167744.0,12584643.348,0.0,9789613.0,218906.8,36665.4,5441232630.571,0.0,16.5,33458.0,109230456.81
01:09:23,89757343.545,2266676.429,0.0,3512772488.0,8735428364.5,212651275023913.72,5203018538996.0,118869566281131.75,33831974893785.8,807305186878.833,590094279282.75,15897351707452.75,0.0,2521042145.667,236438.2,9095601152.0,12627566.391,0.0,9825512.667,219726.6,36665.4,5462647294.714,0.0,16.5,33490.0,109419931.143
01:19:23,90133833.182,2275247.714,0.0,3526209216.4,8768833053.0,213446173627971.8,5224186405610.25,119319198010312.98,33959933093213.2,807718927842.833,592483523581.0,15961803721914.5,0.0,2530680300.333,237225.2,9100841984.0,12670284.652,0.0,9863197.667,220504.0,36665.4,5484683785.143,0.0,16.5,33538.0,109772106.048
01:29:23,90533112.636,2283818.857,0.0,3541823504.4,8807683066.75,214245025381096.9,5244722345720.5,119768807635021.75,34087883485530.6,812306964523.667,594807211938.25,16024599568921.5,0.0,2540712942.667,237834.5,9105850112.0,12713684.739,0.0,9907563.333,221117.2,36665.4,5506202151.571,0.0,16.5,33458.667,110175926.476
01:39:23,90833348.364,2292390.0,0.0,3556418124.6,8843984910.0,215042867199503.2,5265367606875.75,120218406633334.5,34215823262515.8,815986538972.667,597144872679.25,16087347719502.0,0.0,2551016680.833,238770.0,9110538240.0,12753466.696,0.0,9944565.667,221817.6,36665.4,5527709190.714,0.0,16.5,33458.667,110457248.524
