Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
03:45:03,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8729700096.0,0.0,0.0,0.0,0.0,1152175.333,2176.714,0.0,65751042.0,21932.333,0.0
03:55:03,3141916.273,8571.571,0.0,723097.1,1804048.5,773747924548.455,58843636933.25,449033079317.25,127724026328.8,83006786212.833,22286179.25,107298867164.75,0.0,331056.0,5236.6,8739316736.0,40143.304,4.757,6647.333,5845.1,1152175.333,37092.286,0.0,65751042.0,22562.667,3353146.714
04:05:03,3365748.273,17143.143,0.0,1117889.7,2787993.75,1547481589010.182,117697362541.75,898061474126.0,255447739356.2,165522308887.667,43499106.0,214751351123.0,0.0,662112.0,10816.2,8739371776.0,83553.435,4.757,7499.667,11638.6,1152175.333,72788.857,0.0,65751042.0,22581.333,3649941.048
04:15:03,3510266.727,25714.571,0.0,1513620.7,3774262.5,2321230945764.364,176560005078.5,1347084971609.25,383170058052.4,248304496257.667,64763303.0,322117938088.5,0.0,993168.0,15773.2,8739736576.0,133677.043,4.757,8118.333,16848.9,1152175.333,110960.0,0.0,65751042.0,22591.0,3853819.286
04:25:03,3571732.091,34286.0,0.0,1911802.9,4766598.75,3095013352053.182,235429279604.0,1796111559021.0,510893257486.2,331003321807.333,86651965.5,429690129255.75,0.0,1324224.0,20951.9,8743257600.0,183407.217,4.757,9356.667,22433.6,1152175.333,147451.0,0.0,65751042.0,22587.0,3961495.143
04:35:04,3741194.545,42857.286,0.0,2307773.3,5753472.0,3868806008876.818,294269582387.5,2245134409198.25,638625011214.6,413614942808.333,108408604.25,537123144479.5,0.0,1655280.0,26309.6,8743299840.0,232257.913,4.757,15039.333,27844.5,1152175.333,184380.143,0.0,65751042.0,22598.333,4203066.286
04:45:04,3801917.273,51428.857,0.0,2703990.9,6740962.0,4642589716897.637,353111142255.25,2694161012343.0,766360775416.0,496229820953.0,129354978.75,644666375729.75,0.0,1986336.0,31165.9,8743399168.0,275648.739,4.757,15628.333,32666.2,1152175.333,221077.857,0.0,65751042.0,22582.333,4309645.571
04:55:04,3862640.727,60000.286,0.0,3102227.3,7733454.0,5416366333707.0,411958807449.0,3143183085812.0,894095244427.2,578818058907.333,150269789.0,752221350833.5,0.0,2317392.0,36670.0,8743395328.0,314632.304,4.757,16201.333,38465.8,1152175.333,256183.429,0.0,65751042.0,22592.667,4417907.571
05:05:04,3928948.636,68571.429,0.0,3500834.7,8726858.0,6190130091516.637,470815672411.25,3592204758831.75,1021829605125.8,661400065064.0,171226989.0,859832565621.0,0.0,2648448.0,41772.4,8743395328.0,350299.826,4.757,17043.0,44046.2,1152175.333,290654.143,0.0,65751042.0,22534.333,4536200.143
05:15:04,3996376.909,77142.857,0.0,3894745.5,9708609.0,6963893445449.0,529667196694.75,4041226013910.0,1149563841739.0,743935962231.0,192246864.0,967391382058.25,0.0,2979504.0,46587.3,8743390976.0,393119.087,4.757,17616.667,49089.1,1152175.333,326682.571,0.0,65751042.0,22630.333,4652253.429
