Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
10:01:16,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12484724992.0,0.0,0.0,0.0,0.0,33546.2,235.143,0.0,1.5,81135.333,0.0
10:11:16,1215123.909,8569.429,0.0,1009437618.3,2522721584.5,2259799515.818,77444138.0,318044840553.5,127722220162.6,6712736895.333,3644049723.5,60076341616.75,0.0,1634532928.667,7675.1,12560878336.0,47775.783,0.0,2512177.333,7823.5,33546.2,192630.714,0.0,1.5,81561.0,2311776.095
10:21:16,1298203.182,17137.714,0.0,2021678948.1,5052458765.25,4726564380.818,166014229.0,631490026173.25,255456604597.8,13268478886.5,7009541468.75,118097212231.25,0.0,3275537832.667,15769.1,12570081280.0,104885.957,0.0,5070222.667,15786.3,33546.2,370253.857,0.0,1.5,81545.667,3459929.476
10:31:16,1431934.455,25700.714,0.0,3031143583.3,7575252631.25,10443188668.545,255561096.25,945043445537.25,383191165451.0,21523624287.667,10292245721.25,174971855748.25,0.0,4911819874.667,24306.4,12570710784.0,146190.348,0.0,7564436.667,24324.3,33546.2,544346.143,0.0,1.5,81577.667,4617071.571
10:41:16,1547414.273,34255.429,0.0,4040551185.1,10097908860.0,15090266902.545,347904640.0,1247528906707.0,510925316379.6,28236040570.667,13561616463.25,231775739985.0,0.0,6548101948.667,34183.7,12574161408.0,178447.043,0.0,10070963.667,33293.1,33546.2,714735.286,0.0,1.5,81577.667,5734567.762
10:51:16,1617455.636,42789.429,0.0,5048340075.7,12616519907.75,23104663649.0,436815968.25,1539645932868.75,638659163866.8,36095704243.167,16831002181.75,288628376901.75,0.0,8181935221.333,42533.6,12591770880.0,214106.957,0.0,12558412.667,41059.6,33546.2,884062.571,0.0,1.5,81561.667,6829355.667
11:01:16,3119261.818,51323.714,0.0,6059451865.7,15143432786.75,31235754346.182,537902844.25,1836921519106.75,766394941857.0,43026627331.333,20096583908.0,345402452255.25,0.0,9821015866.0,50328.9,12595359232.0,260526.043,0.0,15058851.333,48817.4,33546.2,1057500.429,0.0,1.5,88875.0,9542737.476
11:11:16,3224687.364,59892.286,0.0,7059165753.7,17641856042.0,31555712501.545,624990834.5,2158299144962.75,894129738643.2,51612303406.833,23377299596.0,402519419695.0,0.0,11441380880.667,58901.7,12596067840.0,299953.478,0.0,17534689.333,57277.7,33546.2,1233868.429,0.0,1.5,88875.0,10634559.952
11:21:16,3298084.364,68460.857,0.0,8061758955.5,20147472824.75,31783346836.091,711508634.5,2485271596937.0,1021864429869.2,60687144677.167,26638455796.5,459207731530.75,0.0,13066293622.0,66459.0,12596151552.0,335741.478,0.0,20019354.667,64762.6,33546.2,1409734.571,0.0,1.5,88873.333,11731989.476
11:31:17,3442240.727,77015.0,0.0,9074582187.9,22678653296.75,36055311196.273,802914818.75,2830055470074.5,1149599314126.2,68781977561.667,29934336356.75,516587310373.25,0.0,14707648156.667,73928.9,12596266240.0,373695.217,0.0,22523203.0,72313.8,33546.2,1590805.0,0.0,1.5,88905.333,12883213.81
11:41:17,3558827.818,85578.571,0.0,10099132785.5,25239146288.75,38433850187.909,891379820.0,3175882954036.25,1277328643017.8,76934574371.333,33246576328.5,574213797141.0,0.0,16368243044.667,81855.6,12595699712.0,402493.565,0.0,25042077.667,80343.7,33546.2,1769710.714,0.0,1.5,88889.333,13987665.667
11:51:17,3833357.545,94137.286,0.0,11077567383.7,27684366465.0,268866404258.818,40444504670.25,3525401906160.5,1410133285086.8,110260136126.167,47479834949.25,722288105257.75,0.0,17946290698.167,91023.9,12665352960.0,458862.087,0.0,27641164.667,91678.4,33546.2,1961749.0,0.0,1.5,90811.667,15506623.238
