Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:07:18,106178419.273,2213008.714,0.0,4158535148.2,10357297054.5,209864437024346.72,4983787354974.25,116076423434904.25,33032644722260.6,852264585865.333,563770364021.25,15573931281160.25,0.0,2460164664.5,228108.4,9070341888.0,12208395.043,0.0,9322251.0,235755.9,36347.8,5380768686.143,0.0,14.5,102223.333,112787120.048
00:17:18,106407140.091,2221580.0,0.0,4174711861.0,10397578382.5,210665546066562.62,5004502837479.0,116526063929728.98,33160591636443.6,852687213356.167,566123045882.75,15639145245649.0,0.0,2469802936.5,229622.0,9075383040.0,12255434.739,0.0,9355308.667,236867.5,36347.8,5403128324.857,0.0,14.5,102239.333,113052786.286
00:27:18,106521139.909,2230151.286,0.0,4192741891.8,10442492375.25,211468536025853.1,5024939050937.25,116975682156492.5,33288531353679.6,855139254088.5,568439880597.0,15703137794164.25,0.0,2479983665.167,230313.3,9080799488.0,12294622.174,0.0,9396476.333,237472.5,36347.8,5425324684.714,0.0,14.5,102239.333,113205706.048
00:37:18,106666422.818,2238722.571,0.0,4209424500.6,10484039895.25,212272439696882.1,5045282495879.5,117425297357455.75,33416468990235.2,858514930734.167,570743180821.0,15766982262284.75,0.0,2490110204.833,230834.3,9085743616.0,12334441.783,0.0,9437285.667,238169.2,36347.8,5447253590.143,0.0,14.5,102191.333,113359373.762
00:47:18,49470076.091,1013194.429,0.0,1917908512.0,4776819803.0,95998107351716.0,2291532088110.0,53141429384495.25,15123792663143.8,418945815586.5,259440830451.75,7156285939167.25,0.0,1128318524.833,113142.6,9223409408.0,5841612.043,0.0,4399262.667,117957.9,36337.133,2473715158.857,0.0,14.5,102221.333,51332113.714
00:47:19,106784522.182,2247293.714,0.0,4227373235.4,10528749084.25,213073415380117.53,5066065383247.0,117874941347244.25,33544417153625.8,858933087893.0,573084538765.5,15831500586558.75,0.0,2499724180.833,231367.3,9090059520.0,12380957.957,0.0,9469128.333,238850.4,36347.8,5469735840.857,0.0,14.5,102189.0,113506505.81
00:57:19,106905602.455,2255865.0,0.0,4243831639.6,10569736943.0,213877867192853.1,5086454340157.5,118324563478120.25,33672357908518.4,862796198744.333,575377116129.5,15894720911532.25,0.0,2509907203.667,231794.0,9095728640.0,12420051.696,0.0,9508546.333,239402.5,36347.8,5491764160.571,0.0,14.5,102238.333,113665854.429
01:07:19,107358713.455,2264436.286,0.0,4259734611.4,10609337310.0,214682603671334.1,5106522773884.5,118774166543691.02,33800296068414.0,867115603340.0,577653909501.0,15958264404215.75,0.0,2519968387.5,232222.1,9099827968.0,12463128.826,0.0,9545044.333,239849.3,36347.8,5513564482.286,0.0,14.5,102254.333,114065131.238
01:17:19,107553547.273,2273007.429,0.0,4277827658.4,10654406830.75,215483577489340.2,5127210235016.5,119223811440811.75,33928257800349.2,867542474201.5,579987676262.5,16023031401475.5,0.0,2529609247.833,232758.6,9104979200.0,12495509.217,0.0,9576138.667,240615.9,36347.8,5535944410.571,0.0,14.5,102254.333,114266617.0
01:27:19,107793442.091,2281578.571,0.0,4293780973.2,10694133672.25,216289470439144.0,5147352063824.0,119673428580349.5,34056210282107.4,871875559792.833,582257654094.0,16085741898791.5,0.0,2540159015.0,233295.7,9109752832.0,12542265.13,0.0,9616128.0,241351.8,36347.8,5557770529.714,0.0,14.5,102206.333,114500186.143
01:37:19,107926805.455,2290149.714,0.0,4310895520.6,10736761479.5,217094811737727.28,5167543957964.0,120123039452202.25,34184160555656.0,876017133569.0,584524293063.5,16148903058827.25,0.0,2549879609.833,233900.9,9114904320.0,12578069.957,0.0,9649872.333,242189.9,36347.8,5579471689.286,0.0,14.5,102222.333,114656900.333
01:47:19,108072089.545,2298720.857,0.0,4327422314.0,10777917262.5,217895526565685.1,5188192152338.25,120572658012356.98,34312113529403.0,876445850646.667,586848410395.25,16213750742447.25,0.0,2560050516.0,234831.4,9119203584.0,12635216.391,0.0,9676949.667,243200.7,36347.8,5601768677.143,0.0,14.5,102174.333,114810009.857
01:57:19,108381087.545,2307292.0,0.0,4345850758.4,10823827172.5,218699917264369.9,5208510169671.0,121022267047509.25,34440063044381.4,880278082126.833,589139398019.0,16277481514877.25,0.0,2570497288.833,236016.3,9125158912.0,12677977.087,0.0,9704519.667,243961.1,36347.8,5623690898.429,0.0,14.5,102254.333,115145766.667
02:07:19,108537551.0,2315863.286,0.0,4362542566.4,10865397398.0,219503971202115.28,5228927420901.25,121471881019386.75,34568014403728.0,884130885221.167,591442306547.0,16341196406592.25,0.0,2580251449.0,236504.2,9129445632.0,12716964.609,0.0,9737785.667,244751.0,36347.8,5645624028.0,0.0,14.5,102222.333,115305103.619
02:17:19,108827361.182,2324434.571,0.0,4380587985.0,10910349971.0,220307744447117.1,5249149401959.0,121921483129514.75,34695961555387.2,884570688341.667,593745187300.75,16404842264697.25,0.0,2590262081.5,237740.1,9134537472.0,12883409.87,0.0,9776488.0,245518.7,36347.8,5667694695.429,0.0,14.5,102238.333,115602146.762
02:27:19,108961469.455,2333005.571,0.0,4397870327.2,10953403281.25,221120552820287.2,5268484503393.5,122371082984410.25,34823907077575.0,892269291531.833,595925256649.5,16464594806154.5,0.0,2599901412.5,238372.3,9139255296.0,12926328.261,0.0,9808553.667,246341.4,36347.8,5688590990.429,0.0,14.5,102254.333,115772992.476
02:37:19,109357348.909,2341577.0,0.0,4413465208.0,10992249392.75,221947356511811.38,5286339995135.75,122820624531133.75,34951821937042.2,899808812385.833,597940471855.0,16520154709811.25,0.0,2608942455.167,238923.6,9143665408.0,12962314.0,0.0,9849680.667,247143.5,36347.8,5707873834.429,0.0,14.5,102238.333,116190461.524
