Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:05:52,26559161.818,984394.0,0.0,13310642751528.7,26474064773655.0,76336594450272.9,4419295552570.25,42139053888502.0,14837949249495.6,10972649795152.666,1552963464222.25,16334790250740.75,0.0,38019963.333,77130.5,8677432832.0,5593461.261,0.0,1236922.0,166080.9,1152531.267,3217169.571,0.0,65751042.5,30934.667,32735430.952
00:05:53,57314965.455,2218470.143,0.0,30494718778502.8,60231208327453.75,171512475775569.9,10110165904700.0,95222979693133.25,33482260282468.8,24314534315905.332,3692220779016.75,37742705302256.25,0.0,85692027.333,197579.0,8682522368.0,12250521.391,0.0,2546503.333,430904.8,1152531.267,7055014.571,0.0,65751042.5,31015.667,71030157.619
00:15:53,57397663.182,2227040.857,0.0,30592564997978.3,60475649552335.25,172169052719753.97,10150019038442.5,95590544240640.25,33611905304855.8,24407861456178.332,3707773822957.5,37893815863576.75,0.0,86023083.333,198260.3,8682554624.0,12294103.217,0.0,2556008.0,432445.3,1152531.267,7080847.286,0.0,65751042.5,30983.667,71145126.095
00:25:53,57488185.727,2235611.857,0.0,30690421925513.3,60720116985646.49,172828271678013.62,10189688691649.75,95957983413650.5,33741532194888.2,24502665946763.5,3723278253832.75,38044491778621.25,0.0,86354139.333,198982.2,8682839552.0,12333119.087,0.0,2565877.333,433992.1,1152531.267,7106779.571,0.0,65751042.5,30936.333,71258938.905
00:35:53,57567161.0,2244183.143,0.0,30788221107912.1,60964440555597.25,173486947416446.03,10229390761558.25,96325647961329.5,33871162804769.4,24597958578573.5,3738702873248.0,38194969783555.75,0.0,86685195.333,199668.8,8682500096.0,12376813.826,0.0,2573714.0,435492.8,1152531.267,7134863.429,0.0,65751042.5,30903.667,71364101.714
00:45:53,57644643.636,2252754.429,0.0,30885939425679.1,61208561828016.75,174147214707555.0,10268824588628.0,96693255131892.25,34000788149287.0,24692385452042.5,3754151680995.75,38345793619402.0,0.0,87016251.333,200396.6,8682549760.0,12416278.783,0.0,2583531.667,437141.7,1152531.267,7162071.857,0.0,65751042.5,30935.667,71468858.619
00:55:53,57733674.364,2261325.571,0.0,30982817491328.3,61450584018965.51,174807335548519.62,10308335970101.0,97060700983016.5,34130394322116.4,24787360993048.332,3769505046157.5,38496193605610.25,0.0,87347307.333,201012.5,8682475264.0,12459347.826,0.0,2594174.667,438815.7,1152531.267,7187372.429,0.0,65751042.5,30951.667,71583250.143
01:05:53,57813022.727,2269896.714,0.0,31079885154398.1,61693080126754.0,175465649053424.1,10347823252918.0,97427954842573.75,34259983070795.2,24882624655878.668,3784846887970.5,38646809186306.25,0.0,87678363.333,201570.9,8682655744.0,12505838.87,0.0,2602464.667,440339.9,1152531.267,7213095.429,0.0,65751042.5,30967.667,71688699.952
01:15:53,57890886.909,2278468.143,0.0,31176866020876.0,61935359235431.25,176123316459805.8,10387177772757.25,97795011437528.98,34389552327614.0,24979275900374.832,3800091014912.5,38796972791679.25,0.0,88009419.333,202266.7,8682558976.0,12548493.522,0.0,2613830.667,441993.3,1152531.267,7238848.571,0.0,65751042.5,30903.667,71801824.048
01:25:53,57994441.091,2287039.286,0.0,31273544705769.3,62175810168417.25,176781325915205.2,10426611977407.75,98162376455955.25,34519115886545.6,25074196566674.5,3815298233870.25,38946888822646.0,0.0,88340475.333,203103.3,8682766592.0,12604286.609,0.0,2627082.667,443722.2,1152531.267,7266053.143,0.0,65751042.5,30967.667,71949502.81
